0,1,2,3,ID,condition
"(22.361350939562953, 14.441449611841108)","(2694.244105056954, 1.2578176013930715)","(34.08013494884972, 1991.986251178989)","(2685.4550170499897, 1971.4783791627372)",controlADC26_D11_apr05,memorize
"(11.638794166727052, 22.12729449321614)","(1139.7894144961185, 31.126786621199926)","(10.353152434157948, 846.2236450700138)","(1127.575818036712, 856.5087789305667)",controlADC26_D13_apr32,memorize
"(13.77446854821153, 10.908836973082884)","(1131.464376405717, 4.640245229630864)","(20.66991946600882, 838.9898062831026)","(1140.2404048465498, 834.6017920626861)",controlADC26_D14_apr26,memorize
"(20.27247333671903, 10.606435463977505)","(1148.9962635130232, 41.6011390843795)","(10.58662845534343, 852.6292171515636)","(1132.8531887107306, 875.8752448668652)",controlADC26_D15_apr04,memorize
"(49.15522745410976, 20.579010375100097)","(2719.6580207501997, 23.547885075818158)","(29.85754189944089, 2009.725059856345)","(2716.6891460494817, 1977.0674381484441)",controlADC27_D01_apr06,memorize
"(18.71178263077701, 7.577196546470191)","(1041.4441340782123, 11.5589131538851)","(15.867699339766375, 770.929151853733)","(1040.3065007618081, 764.1033519553073)",controlADC27_D02_apr32,memorize
"(21.68892839004576, 5.247079735906709)","(1248.9007110208229, 29.77729812087364)","(13.278567800914175, 937.3953783646523)","(1245.3963941086847, 942.3014220416457)",controlADC27_D03_apr19,memorize
"(19.5563737938038, 21.68384966988333)","(1264.5538344337226, 28.794057897410084)","(9.602082275266469, 938.1896901980703)","(1239.6681056373793, 965.2084814626716)",controlADC27_D04_apr13,memorize
"(12.685590945367267, 11.479975331930746)","(1246.90165421171, 17.05205688166575)","(9.203039976782804, 919.7292679387652)","(1256.6527969237466, 938.5350431691215)",controlADC27_D05_apr23,memorize
"(29.178879779438432, 23.11343684248709)","(1077.566023362113, 52.784771094826965)","(9.397990277878534, 806.9311833417979)","(1063.9666618297906, 837.2206703910615)",controlADC27_D06_apr22,memorize
"(21.337480954799275, 16.07694261046231)","(1073.2420010157439, 38.62646013204687)","(4.272981208735246, 798.6061452513968)","(1051.9113763331638, 830.9068054850179)",controlADC27_D07_apr05,memorize
"(20.611876949865746, 26.758216643691412)","(1069.6215265181745, 54.50979467459911)","(7.044438801422018, 806.2692084451862)","(1065.3046143800334, 837.1042951461948)",controlADC27_D08_apr16,memorize
"(17.379126460131886, 24.05807879271572)","(1062.6247188565626, 46.05038815932676)","(5.77207429442052, 796.2324965537257)","(1054.6830515852862, 824.3337807443953)",controlADC27_D09_apr01,memorize
"(22.461909598781062, 15.467496190960105)","(1073.7569832402237, 37.40756729304235)","(9.66353478923304, 804.0911630269173)","(1068.271965464703, 822.3745556119859)",controlADC27_D10_apr21,memorize
"(24.472865123702945, 17.380577523035754)","(1078.3247116012478, 44.93626206196052)","(7.939454400348097, 806.0855038815934)","(1064.8530436044402, 829.9670971486615)",controlADC27_D11_apr30,memorize
"(16.558622941304407, 15.327033301893607)","(1021.4588623666839, 31.619567583254707)","(-0.3157875643910302, 769.4386200391788)","(1026.6957483856927, 778.748639628528)",controlADC28_D01_apr13,memorize
"(16.23996952767891, 15.248095479939138)","(1031.760538344337, 14.0901472828848)","(13.345099035043006, 766.7564753682074)","(1017.2861858811578, 774.8621127475877)",controlADC28_D02_apr32,memorize
"(21.97645650438926, 11.897301022999272)","(1026.0408836973083, 26.516759776536333)","(7.9417761009937635, 773.8634912573461)","(1023.7017702967422, 779.7112747587609)",controlADC28_D03_apr26,memorize
"(19.45537981571482, 27.485779583544854)","(1251.6863890299646, 43.19208445186109)","(13.030073278676468, 942.7349996372343)","(1238.835775955888, 959.86915040267)",controlADC28_D05_apr23,memorize
"(16.132881085394786, 8.713088587390075)","(1241.0548864543277, 21.27639120655863)","(6.361423492708127, 928.6260248131757)","(1236.1691576579842, 946.7730174853081)",controlADC28_D06_apr04,memorize
"(21.54549082202692, 18.681890734963645)","(1247.2118914604946, 32.78622215773089)","(13.788108539505004, 942.5155989262137)","(1240.8649423202494, 949.5677646375973)",controlADC28_D07_apr30,memorize
"(17.71940071102074, 9.836211274758853)","(968.9738445911632, 15.757998984256119)","(14.48933468765864, 722.0657694261047)","(962.5137125444389, 727.987557135602)",controlADC29_D01_apr04,memorize
"(4.794275556845321, 10.198686788072223)","(955.494413407821, 10.198686788072223)","(11.149931074511983, 721.5024668069361)","(958.6722411666544, 724.6802945657695)",controlADC29_D02_apr06,memorize
"(8.226256983240035, 9.891932090256205)","(957.5725531451792, 15.304396720597879)","(10.932489298410928, 728.6672349996373)","(958.1137996082134, 728.6672349996373)",controlADC29_D03_apr16,memorize
"(6.81219618370443, 5.952006094464309)","(1025.8835159254158, 20.929877385184795)","(2.7796923746643074, 770.9755858666474)","(1021.2749401436556, 775.5841616484076)",controlADC29_D04_apr21,memorize
"(16.695530726256948, 10.532721468475756)","(1033.1999201915405, 23.74900239425392)","(8.650837988826765, 774.2039106145253)","(1030.3268156424583, 774.7785315243417)",controlADC29_D05_apr14,memorize
"(17.671297975767175, 9.905281868969041)","(1027.898389320177, 12.763875789015401)","(20.52989189581359, 772.0064209533484)","(1034.7590147282885, 772.0064209533484)",controlADC30_D01_apr23,memorize
"(6.0975477036928964, 9.905281868969041)","(1024.3287020242328, 20.76793876514546)","(7.240985271711452, 772.0064209533484)","(1028.9024522963073, 774.8650148733949)",controlADC30_D02_apr22,memorize
"(15.231118043967115, 15.908909526227944)","(1030.6051295073644, 21.727671769571202)","(12.321736922295486, 770.0204962635131)","(1037.0057679750416, 781.0761445258653)",controlADC30_D03_apr04,memorize
"(12.485489370964103, 8.344518609881789)","(1043.5701588913882, 25.800805339911562)","(4.3392222302835535, 776.4211347311907)","(1029.6051295073644, 787.4767829935429)",controlADC30_D04_apr10,memorize
"(6.81219618370443, 11.712725821664549)","(1031.068163679896, 24.962381194224918)","(10.844699992744552, 780.1927374301678)","(1022.4270840890958, 782.4970253210478)",controlADC30_D05_apr05,memorize
"(6.926975259377457, 4.21189146049494)","(1033.774541101357, 20.301276935355304)","(4.053870710295257, 774.7785315243417)","(1029.752194732642, 778.8008778930567)",controlADC30_D06_apr32,memorize
"(14.025792643110947, 13.195131683958607)","(1028.710549227309, 6.404157295218852)","(20.250852499455675, 772.6524341580209)","(1034.3696945512586, 768.125117898861)",controlADC30_D08_apr26,memorize
"(11.397047086991279, 9.95810055865934)","(1025.0283320031924, 14.55506783719079)","(6.800079808459714, 769.6069433359937)","(1018.7075019952115, 778.8008778930567)",controlADC30_D09_apr16,memorize
"(13.844699992744552, 16.321301603424672)","(1030.6117318435754, 14.593085685264555)","(4.627548429224248, 772.7038017848075)","(1026.0031560618154, 780.7688094028878)",controlADC30_D10_aprpactice,memorize
"(14.444787056518862, 12.914205905826066)","(1004.4353551476459, 4.045309439164271)","(23.867989552347012, 746.8153885220925)","(997.7836827976496, 747.9240005804253)",controlADC31_D01_apr05,memorize
"(19.391134005658955, 1.2639120655881015)","(2672.6088659943407, 39.48200681999606)","(1.7520133497785082, 1976.8454255241968)","(2671.1389392730175, 2015.0635202786045)",controlADC31_D02_apr22,memorize
"(14.321011390843694, 12.427229195385621)","(998.9078212290505, 21.342559674961876)","(11.534970615976079, 745.7131611405355)","(993.8929478342887, 752.9568671551913)",controlADC31_D04_apr23,memorize
"(12.835195530726253, 13.578212290502847)","(989.9301675977656, 25.310055865921754)","(10.041899441340775, 747.0977653631286)","(995.5167597765367, 759.9469273743018)",controlADC31_D05_apr13,memorize
"(8.863346151055623, 0.7258579409417507)","(989.5496989044481, 6.2979394906768675)","(11.092178770949715, 744.0415366756149)","(993.4501559892625, 751.2852426902707)",controlADC31_D06_apr10,memorize
"(9.082456649495612, 8.013676267866117)","(992.0759994195748, 14.174889356453491)","(7.9622360879342295, 744.5586954944497)","(988.7153377348907, 747.3592468983531)",controlADC31_D07_apr26,memorize
"(6.826344047014288, 13.481571501124563)","(1231.2520859029237, 23.171769571210916)","(9.594972067038952, 929.2052891242836)","(1237.4814989479792, 938.8954871943699)",controlADC31_D08_apr16,memorize
"(10.635021403177745, 10.06489878836237)","(1242.9748603351954, 26.05125879706884)","(9.244903141551106, 933.1034245084526)","(1234.6341507654356, 947.004607124719)",controlADC31_D09_apr06,memorize
"(14.97166799680764, 8.808858739026391)","(1032.0506783719077, 19.152035115722356)","(11.523942537908965, 773.0546687948923)","(1026.8790901835598, 776.502394253791)",controlADC32_D02_apr10,memorize
"(26.401835594572958, 17.748567075382653)","(1251.5632663425963, 16.355546687948845)","(15.25767249510261, 929.4804106508018)","(1255.0458173111806, 939.9280635565553)",controlADC32_D03_apr22,memorize
"(16.415257926431025, 13.540194442429083)","(1244.584742073569, 14.930312704055723)","(11.549844010737786, 924.0676558078794)","(1243.8896829427558, 945.6144888630923)",controlADC32_D04_apr04,memorize
"(10.54041210186449, 9.40843793078443)","(1033.0681636798954, 24.386309221504916)","(4.779692374664364, 770.3995138939274)","(1023.2749401436552, 779.6166654574478)",controlADC32_D05_apr14,memorize
"(16.187150837988725, 18.142965972574984)","(1028.8128491620112, 18)","(10.397409852716976, 773.1251904520062)","(1016.6543930929406, 780)",controlADC32_D06_apr05,memorize
"(11.11133280127683, 18.3298628745556)","(1026.286548646884, 32.36454327795104)","(9.356997750852372, 778.541718058478)","(1023.9474352463183, 776.2026046579119)",controlADC32_D07_apr16,memorize
"(7.7995719364433285, 6.492672132337134)","(1028.0418994413408, 11.65120075455286)","(15.250779946310558, 769.9549082202715)","(1034.9199376042952, 781.4183051585288)",controlADC32_D08_apr30,memorize
"(13.104440252484835, 7.065841979249967)","(1019.5906914314733, 8.212181673075747)","(2.214213161140435, 773.9670971486615)","(1023.6028803598633, 778.5524559239644)",controlADC32_D09_apr06,memorize
"(12.502974678952228, 2.1389029964449264)","(1125.2404048465505, 8.422005368932787)","(6.848182543713165, 835.9065878255824)","(1123.983784372053, 843.4463106725677)",controlADC32_D10_apr01,memorize
"(22.55049698904446, 14.043132844808952)","(1135.8523906261335, 19.684865413915873)","(26.311652035115685, 833.3480737139956)","(1118.9271929188128, 844.6315388522094)",controlADC32_D11_apr32,memorize
"(9.147609373866146, 7.147681927011718)","(1126.2106580570266, 20.311724588261086)","(22.938511209460728, 833.9749328883408)","(1126.2106580570266, 844.6315388522094)",controlADC32_D12_apr23,memorize
"(18.13600087063753, 10.356852644562082)","(1124.0200609446422, 21.718675179569004)","(9.299027787854413, 844.1883842414569)","(1112.0270260465793, 849.8692955089604)",controlADC32_D13_apr26,memorize
"(15.392548791989952, 12.192157005006152)","(1015.3287020242326, 37.347783501414824)","(7.960204599869201, 747.9942320249584)","(1003.8943263440469, 770.2912646013206)",controlADC33_D01_apr06,memorize
"(16.107705144017984, 30.48715809330338)","(1002.322607560038, 41.921533773489045)","(12.677392439962262, 753.7114198650513)","(992.0316694478709, 772.5781397373577)",controlADC33_D02_apr05,memorize
"(22.006856272219295, 16.236559529855754)","(1009.5785025030838, 39.163353406370334)","(7.104440252484835, 747.028114343757)","(995.8224261771751, 783.7109845461803)",controlADC33_D03_apr26,memorize
"(19.28734673148068, 12.79754044837864)","(1009.7248421969093, 37.44384386563172)","(15.848327650003455, 744.1622651091926)","(995.9687658710006, 775.6866066894002)",controlADC33_D05_apr01,memorize
"(9.49760574620899, 13.86233040702325)","(1049.876333164043, 28.699448596096772)","(8.904121018646038, 783.6120220561563)","(1034.4457302474066, 790.1403540593486)",controlADC34_D01_apr13,memorize
"(13.071283465138038, 12.772001741275403)","(1038.363309874483, 38.47903214104326)","(11.875607632590686, 788.7656170644998)","(1033.5806065442937, 800.1245374736995)",controlADC34_D02_apr04,memorize
"(21.61942247696419, 10.894906769208546)","(1048.3480011608501, 29.292933323659668)","(8.562758470579467, 781.2380831459045)","(1047.1610317057243, 800.2295944279186)",controlADC34_D03_apr30,memorize
"(16.44493216280921, 14.973264166001627)","(1051.7362330407025, 31.509577015163586)","(4.04269752593774, 776.23423782921)","(1049.3739026336793, 800.4481245011972)",controlADC34_D04_apr22,memorize
"(12.94794311833408, 7.86566785170146)","(1056.889029964449, 30.841797866937668)","(7.6457592686642215, 782.5736414423567)","(1035.091163026917, 790.8214829862876)",controlADC34_D05_apr16,memorize
"(16.91674526590714, 11.062069215700717)","(1055.0942102590147, 42.978197779873994)","(10.29264311107869, 795.7170790103753)","(1044.2547703692956, 808.3630922150477)",controlADC34_D06_apr21,memorize
"(10.091090473771942, 5.553544221142033)","(1051.656787346732, 31.666872233911477)","(6.5301821083942855, 778.2706595080898)","(1044.5349706159766, 797.2621707901039)",controlADC34_D07_aprunknown,memorize
"(8.146013204672386, 14.05358049771462)","(1021.6989407240804, 25.60404121018655)","(4.103351955307176, 768.2986650221287)","(1020.5438946528333, 781.0041718058478)",controlADC35_D01_apr22,memorize
"(21.046833055212858, 15.949829500108876)","(1016.7865123703116, 41.61623013857661)","(1.797032576362085, 759.1087934411958)","(1024.3697671044044, 783.0252122179497)",controlADC35_D02_apr05,memorize
"(17.15319596604496, 7.238228252194858)","(1030.7438511209457, 36.54969890444772)","(1.3250018138284645, 753.5082710585506)","(1028.3989334687658, 786.3371181890736)",controlADC35_D03_apr21,memorize
"(15.237430167597665, 12.997206703910706)","(796.9134078212289, 22.3826815642459)","(6.29888268156418, 594.8966480446928)","(781.717877094972, 602.0474860335196)",controlADC35_D04_apr19,memorize
"(8.95469056083573, 15.94141333526818)","(802.8660306174273, 26.38761517811804)","(5.321229050279214, 601.3828992236814)","(802.8660306174273, 613.19164913299)",controlADC35_D05_apr32,memorize
"(8.878582311543028, 15.786149604585376)","(1014.9237103678445, 31.379271566422403)","(4.258398026554289, 767.1436189508815)","(1007.9934339403615, 778.6940796633535)",controlADC36_D02_apr05,memorize
"(23.632917361967486, 25.013748821011404)","(986.6075963143005, 49.85014147863319)","(6.134549807734004, 737.9311107886527)","(963.464594065153, 757.1228687513604)",controlADC36_D03_apr16,memorize
"(16.865958064281926, 15.008670100848917)","(978.7334760211855, 27.65758543132847)","(14.6661467024594, 722.248022926794)","(960.5850322861496, 734.8969382572735)",controlADC36_D04_apr10,memorize
"(17.271022273815447, 18.506892548792052)","(974.8404919103248, 34.06809112675046)","(12.824965537255935, 733.7662700428065)","(965.3926213451357, 746.5486831604151)",controlADC36_D05_apr14,memorize
"(13.921243560908295, 23.871472103315682)","(1024.5865559021981, 25.026518174562966)","(19.69647391714426, 765.4110498440108)","(1002.0631575128781, 763.1009577015164)",controlADC36_D07_apr04,memorize
"(45.0251218771059, 35.48916647950227)","(2705.5739321715923, 74.12784214767953)","(31.225594852756785, 2019.8611525808883)","(2683.494688932634, 2052.980017439326)",AD25_d06_apr04,search
