0,1,2,3,ID,condition
"(43.42577813248181, -0.27494014365515795)","(2038.5814046288906, 43.611731843575626)","(17.543894652833046, 1491.871907422187)","(2010.4489225857938, 1535.7585794094175)",AD19_d04_apr13,search
"(34.54563592831721, 6.440869186679038)","(2028.366284553436, 35.54773996952758)","(16.633715446564338, 1481.9353188710732)","(2017.1713342523403, 1519.998149894798)",AD19_d05_apr04,search
"(28.953348327649564, 23.587063774214812)","(2021.817020967859, 53.12780236523281)","(8.502067764637218, 1497.215446564609)","(2011.591380686353, 1539.2541899441344)",AD19_d06_apr05,search
"(34.37100050787171, 6.593811216716176)","(2028.6472828847131, 47.783682797649135)","(10.343575418994078, 1495.1500036276575)","(1993.178226801132, 1526.0424073133572)",AD19_d07_apr26,search
"(32.23169846912833, 22.085503881593468)","(2678.598962490024, 39.91616484074575)","(18.858702749763893, 2004.260647174055)","(2663.7400783573967, 2010.204200827106)",AD20_d01_apr22,search
"(36.99158383515896, 25.119676412972694)","(2689.819705434231, 51.93096568236251)","(26.56497134150743, 2009.15508234782)","(2661.518900094319, 2001.7075019952117)",AD20_d02_apr13,search
"(23.270913444097687, 13.15014873394739)","(2671.6965101937176, 16.11757237176198)","(29.205760719727095, 2004.291409707611)","(2661.310527461366, 2005.7751215265182)",AD20_d04_apr01,search
"(55.77218312413811, 34.32609011100658)","(2709.76042951462, 43.33283755350794)","(40.760937386635305, 2003.8015308713634)","(2676.7356888921136, 2032.3228977726187)",AD20_d05_apr06,search
"(44.07465718638889, 46.71990858303707)","(2692.6272219400716, 60.34103605891323)","(31.96698831894355, 2020.2699339766382)","(2680.519553072626, 2047.5121889283903)",AD20_d06_apr21,search
"(34.63023289559578, 23.829971704273703)","(2679.3882681564246, 28.335522019880045)","(21.11358194877721, 1986.748059203367)","(2671.879017630414, 2007.7739606761957)",AD20_d07_apr16,search
"(36.589566857723185, 25.244467822680235)","(2687.3716897627514, 20.754153667561695)","(33.59602408764408, 2003.9762388449544)","(2673.9007472973954, 2020.4407240803894)",AD20_d09_apr23,search
"(59.75770877167486, 18.970071827613992)","(2701.492454472902, 23.39508815207182)","(50.90767612275954, 1999.9023797431623)","(2691.1674163825005, 1998.4273743016765)",AD21_d01_apr05,search
"(39.820467242254836, 17.778313864906067)","(2699.1653123412907, 34.258760792280555)","(24.838242762823597, 2007.4177247333675)","(2690.1759776536323, 2010.4141696292536)",AD21_d02_apr26,search
"(16.684720307624957, 37.273489080751915)","(2663.82685191903, 44.76822897772627)","(7.691032431255508, 2014.3858739026336)","(2663.82685191903, 2006.8911340056593)",AD21_d03_apr30,search
"(27.133933105999745, 34.3429224406882)","(2637.3494159471807, 59.87437422912308)","(21.126532685191478, 2001.7665602553875)","(2646.3605165783933, 2025.7961619386206)",AD21_d04_apr22,search
"(68.30287310454878, 28.098708554015957)","(2670.487448305884, 42.99386925923227)","(45.96013204672397, 1998.7284698541685)","(2668.997932235362, 1983.833309148952)",AD21_d05_apr23,search
"(25.420010157439947, 13.003301168105736)","(2677.6444895886234, 10.067800914169766)","(9.274758760791883, 1978.3207211782633)","(2661.4992381919756, 2000.3369730827835)",AD21_d06_apr16,search
"(42.507908292824254, 25.344300950446268)","(2681.0307262569836, 49.38551113690801)","(31.98987883624727, 2005.7389900602193)","(2664.5023942537914, 2046.3085322498732)",AD21_d07_apr13,search
"(34.01835594573015, 30.013240948995644)","(2679.002757019517, 57.20325763621895)","(30.997242980483065, 2010.3527896684327)","(2665.407748675905, 2016.3950155989266)",AD21_d08_apr14,search
"(50.441449611840426, 16.27196546470259)","(2662.07607197272, 34.24192846259848)","(-0.4734455488647882, 1973.500435318871)","(2678.5485380541245, 2013.932852064137)",AD21_d09_apr10,search
"(45.163280853224705, 24.832656170644896)","(2685.945403758253, 15.995683087861835)","(56.94591163026894, 2007.2602844083294)","(2681.526917216862, 1974.858049771458)",AD22_d01_apr32,search
"(37.98403830806046, 26.516759776536674)","(2647.624900239426, 26.516759776536674)","(37.98403830806046, 1987.458499600958)","(2653.5626496408627, 1999.3339984038312)",AD22_d02_apr13,search
"(62.154284263222735, 34.3429224406882)","(2667.8642167887983, 43.35402307190043)","(41.12838279039386, 2001.7665602553875)","(2669.366066894, 2013.781361097004)",AD22_d04_apr01,search
"(48.360516578393685, 30.908546760502304)","(2624.750272074294, 45.72389900602229)","(33.54516433287381, 1995.4242545164336)","(2672.1593992599583, 1993.9427192918818)",AD22_d05_apr22,search
"(21.992127983747764, 13.16349851266068)","(2674.4930348980624, 20.589312921715646)","(24.962453747369636, 2010.7075745483571)","(2671.5227091344404, 2019.6185518392226)",AD22_d06_apr16,search
"(13.243959950663452, 26.437531742001283)","(2658.154356816368, 17.55702677211093)","(32.48505405209278, 2020.1108974824062)","(2675.9153667561486, 1999.3897192193285)",AD22_d07_apr05,search
"(52.46531959660422, 33.83969382572741)","(2697.549844010738, 103.44718131030959)","(33.90332293404879, 2030.8011681056375)","(2674.347348182544, 2092.6744903141553)",AD23_d01_apr22,search
"(60.76057462090944, 64.8735761445264)","(2739.173111804397, 96.60832184575247)","(32.19930348980597, 2019.7339113400571)","(2674.1168831168834, 2073.6829790321417)",AD23_d02_apr06,search
"(66.24762388449494, 55.199920191540514)","(2711.993832982659, 102.67144308205752)","(36.182326053834004, 2044.2567293042155)","(2688.2580715374006, 2064.827722556773)",AD23_d03_apr16,search
"(78.32315170862671, 69.85826743089319)","(2730.2886164115216, 106.47003555104129)","(41.71138358847861, 2065.995537981572)","(2685.7177682652546, 2097.8318580860487)",AD23_d04_apr01,search
"(49.19146775012655, 56.86109700355519)","(2695.4078212290506, 85.38318943626246)","(28.59217877094943, 2037.5619603859832)","(2677.977653631285, 2074.00685627222)",AD23_d05_apr26,search
"(31.603896103895522, 59.03246753246776)","(2679.3961038961043, 90.20129870129858)","(30.04545454545405, 2053.8376623376626)","(2641.993506493506, 2058.512987012987)",AD23_d06_apr13,search
"(28.971268954509014, 59.559058260175334)","(2662.4509177972873, 59.559058260175334)","(13.249002394253694, 2049.998004788508)","(2659.306464485236, 2068.8647246608143)",AD23_d07_apr05,search
"(63.25952260030442, 40.11350939563226)","(2697.165058405282, 43.09979685119379)","(69.2320975114269, 2023.0083798882683)","(2712.0964956830876, 2008.0769426104625)",AD24_d02_apr22,search
"(51.820213306246615, 58.429405789741395)","(2703.6434738445914, 20.84687658710027)","(77.37633316404253, 2045.7935500253939)","(2735.2127983748096, 2002.1978161503305)",AD24_d03_apr26,search
"(14.0417180584775, 59.78687513603745)","(2666.964158746281, 25.29438438656325)","(54.532902851338235, 2034.8568889211351)","(2692.4586084306748, 1991.3663571065808)",AD24_d05_apr13,search
"(27.229122832474445, 18.998802873104523)","(2680.248059203366, 30.816259159834317)","(27.229122832474445, 1998.4227309003845)","(2677.2936951316838, 2011.7173692229558)",AD24_d06_apr01,search
"(17.833780744395085, 20.43477472248469)","(2664.1662192556046, 30.754734092723083)","(20.782340564463198, 1997.4441340782125)","(2658.2690996154683, 2009.2383733584854)",AD24_d07_apr30,search
"(31.51131829064775, 20.548102735253906)","(2678.829028513386, 32.40618878328405)","(13.724189218602532, 1999.3662120002905)","(2674.3822462453745, 2017.1533410723357)",AD24_d08_apr10,search
"(11.266669085104695, 25.144634694914203)","(2659.2242980483206, 53.47301022999363)","(15.73957048538034, 2026.0225277515783)","(2644.3146267140683, 2034.9683305521296)",AD24_d09_apr04,search
"(14.295037364869472, 26.265871000508014)","(2662.9397446129287, 33.61913226438401)","(12.824385112094319, 1996.9398897192195)","(2665.881049118479, 2001.351846477545)",AD25_d01_apr05,search
"(15.723826452876324, 20.609918014946288)","(2672.3029456576946, 32.502829572661994)","(11.26398461873282, 2005.2395342088084)","(2670.81633171298, 2003.7529202640937)",AD25_d02_apr06,search
"(32.925778132481696, 43.0786113328013)","(2677.4908220271354, 56.510375099760495)","(23.971268954508787, 2022.0251396648046)","(2678.9832402234642, 2036.9493216280925)",AD25_d03_apr01,search
"(32.728651237031045, 43.417579627076975)","(2669.287455561198, 37.40147282884709)","(25.208517739243916, 2009.1804759486324)","(2675.303562359428, 2024.2207429442067)",AD25_d04_apr16,search
"(47.594536748167684, 35.98523543495594)","(2689.0049698904445, 57.09239643038518)","(37.04095625045318, 2007.9971341507655)","(2676.9437350359135, 2024.5813320757456)",AD25_d07_apr23,search
"(570.2907567293041, 857.9009286802584)","(2547.2914097076114, 873.8444823333093)","(541.5923601538125, 3494.964702894871)","(2521.78172386273, 3517.2856780091424)",AD25_d09_apr10,search
"(34.081694841470835, 20.94990205325439)","(2673.023869984764, 58.71381411884249)","(18.97613001523564, 2016.3950155989266)","(2666.98164405427, 2028.4794674599148)",AD25_d10_apr04,search
"(14.915656968729422, 58.06243198142647)","(2662.4894797939505, 71.85986360008701)","(17.981752883987383, 2054.0908728143368)","(2664.022527751579, 2058.6900166872238)",AD26_d01_apr01,search
"(45.42193281578727, 11.76162664151525)","(2719.054668794892, 37.182072117826465)","(40.93597184937937, 2013.995537981572)","(2711.578067184212, 2013.995537981572)",AD26_d02_apr19,search
"(34.75952260030431, 5.771203656678608)","(2674.6376333164044, 43.09979685119379)","(21.321229050278816, 2017.0358049771462)","(2668.6650584052823, 2017.0358049771462)",AD26_d03_apr04,search
"(37.750888776028205, 36.02035115722265)","(2680.1944787056527, 58.65693245302191)","(30.205361677428527, 2023.51218892839)","(2669.630740767613, 2056.712508162229)",AD26_d04_apr05,search
"(41.197671044039566, 29.939962272364937)","(2679.830044257418, 48.0231081767397)","(54.760030472320864, 2017.5790829282453)","(2652.705325400856, 2029.634513531162)",AD26_d05_apr16,search
"(12.970579699629752, 41.297576724950886)","(2677.5660959152583, 65.88438656315748)","(37.55738953783634, 2040.5125516941162)","(2660.6626641514913, 2051.2692809983314)",AD26_d06_apr13,search
"(47.073423782920486, 31.64684756584211)","(2680.9920191540305, 69.5558659217877)","(62.2370311252987, 2027.1775738228255)","(2673.4102154828415, 2052.9557063048687)",AD26_d07_apr06,search
"(23.319777987375574, 17.60128419066905)","(2664.326815642458, 42.824385112094205)","(29.254625263004982, 1989.4542915185373)","(2679.1639338315317, 2007.2588333454255)",AD26_d08_apr22,search
"(38.16585648987848, 13.417144308205934)","(2686.9614742799095, 37.620873539867716)","(7.911194950300683, 1984.5083436116956)","(2665.783211202205, 2046.53039976783)",AD26_d09_apr26,search
"(21.602336211274405, 43.82010447652874)","(2662.594863237322, 66.58728143364988)","(7.9420300370017, 2033.6713705289126)","(2658.0414278458975, 2054.9207356888924)",AD26_d10_apr10,search
"(52.385366030616865, 18.03500689254861)","(2677.6715881883483, 62.0936298338529)","(17.44232024958228, 2005.2308278313865)","(2712.614633969383, 2034.0968221722412)",AD26_d11_apr14,search
"(15.886998476383496, 2.7178770949722093)","(2676.4862874555606, 23.195276790248954)","(42.21508379888223, 1978.7869476891826)","(2682.3369730827826, 1977.324276282377)",AD27_d01_apr21,search
"(18.224660814046047, 35.10734237829229)","(2654.9336501487337, 13.036675614887827)","(49.12359428281195, 1992.039795400131)","(2665.233294638322, 1964.083617499819)",AD27_d02_apr16,search
"(39.83320031923358, 39.65961691939401)","(2676.7845171588187, 23.41859537110986)","(48.691939345570404, 1994.488028731046)","(2684.1667996807655, 1990.0586592178774)",AD27_d03_apr13,search
"(38.22382645287644, 27.9315461075239)","(2665.1802220126237, 27.9315461075239)","(35.26220706667607, 1979.6387216135822)","(2656.295363854023, 1979.6387216135822)",AD27_d04_apr30,search
"(26.321700645722558, 50.41663643618949)","(2658.5033737212502, 20.640825654792025)","(70.98541681781865, 2029.019262860045)","(2679.3464412682283, 1990.3107088442284)",AD27_d05_apr04,search
"(38.53192338387828, 40.0937749401437)","(2689.0666400638465, 22.184756584197658)","(45.994014365522276, 1983.2222665602555)","(2686.081803671189, 1990.6843575418995)",AD27_d06_apr19,search
"(43.53551476456471, 40.291119495030216)","(2678.461873322209, 62.78622215773066)","(22.540085612710982, 1998.8647246608143)","(2669.463832257129, 2006.3630922150478)",AD27_d07_apr10,search
"(41.55002539360055, 33.03435391424273)","(2683.513313502141, 37.5660233621129)","(30.976130015235867, 2016.3950155989266)","(2654.812740332294, 2031.5005804251618)",AD27_d08_apr01,search
"(26.60367844446023, 26.978923311325616)","(2641.6308858739035, 57.175542334760394)","(17.54469273742984, 2007.87713124864)","(2655.2193644344493, 2013.916455053327)",AD27_d09_apr06,search
"(43.96404991656357, 19.238228252194858)","(2696.662301385765, 25.219509540738727)","(69.38449539287501, 2012.500217659436)","(2719.0921062178045, 2015.490858303708)",AD28_d01_apr05,search
"(22.23619676412943, 19.314844373504002)","(2691.235688892114, 34.32609011100658)","(31.242944206631023, 2009.8060291663646)","(2698.7413117608658, 2044.331894362621)",AD28_d02_apr04,search
"(61.48541681781899, 23.98276862802004)","(2704.717659435537, 45.14071682507438)","(26.72593049408681, 2018.8750272074296)","(2697.1612493651605, 2023.4088732496557)",AD28_d03_apr22,search
"(55.21606326634196, 44.201443807589385)","(2708.216135819488, 68.69538561996706)","(47.561706449973826, 2068.013386055286)","(2689.8456794602052, 2054.2355437858237)",AD28_d04_apr16,search
"(78.28230428789072, 56.637343103823696)","(2737.01189871581, 59.709243270696334)","(39.88355220198787, 2038.012950736415)","(2727.7961982151933, 2045.6927011535954)",AD28_d05_apr19,search
"(25.866030617426986, 13.090074729739172)","(2692.17960531089, 4.2269825146918265)","(37.68348690415701, 2020.5804614380036)","(2698.088333454255, 2005.8086410795909)",AD29_d02_apr22,search
"(39.344554886454034, 22.636907784952655)","(2712.2662700428064, 65.25752738881238)","(37.822389900601934, 2048.638503954147)","(2721.399259957919, 2051.682833925851)",AD29_d03_apr01,search
"(19.90100123340335, 21.875970398316895)","(2706.489552347094, 1.2665239788148028)","(39.03834433722693, 2009.2154465646088)","(2718.266378872524, 2013.6317565116449)",AD29_d04_apr04,search
"(42.17006457229866, 27.792244068780292)","(2703.4092722919536, 1.2682652542989672)","(62.79982587245104, 2018.5642095334833)","(2731.4068054850177, 1999.4080026119134)",AD29_d05_apr21,search
"(35.3311325545958, 40.25165058405264)","(2700.6688674454035, 41.749873031995776)","(35.3311325545958, 2013.4106145251399)","(2694.675977653631, 2022.3999492127987)",AD29_d06_apr32,search
"(15.622905027932688, 19.19992019154006)","(2700.4832402234642, 20.69233838786886)","(40.9940143655225, 2033.964485235435)","(2718.3922585794103, 2017.5478850758182)",AD29_d08_apr16,search
"(12.99640861931357, 94.74341580207556)","(2688.2158818834796, 121.19992019154051)","(6.771348762968728, 2069.6436552274545)","(2669.5407023144453, 2106.994014365523)",AD29_d09_apr13,search
"(36.65214394543955, 34.39341942973215)","(2712.3156424581007, 38.90549952840456)","(69.74073133570289, 2039.261009939781)","(2719.8357759558876, 2007.676449249075)",AD29_d10_apr26,search
"(39.559856344772356, 54.75995791917603)","(2726.2318435754196, 82.23728506130783)","(42.612892693898175, 2033.1275121526521)","(2692.6484437350364, 2059.0783211202206)",AD29_d11_apr10,search
"(43.39109772908648, 38.16937531741996)","(2718.022890517305, 64.25585866647316)","(17.304614380033286, 2029.949103968657)","(2690.401908147719, 2049.89759123558)",AD29_d12_apr23,search
"(8.484038308060349, 51.905426975259616)","(2639.4816440542695, 53.43774940143703)","(20.742617717477742, 2031.6660015961695)","(2656.3371907422184, 2037.7952913008783)",AD30_d01_apr23,search
"(67.74323441921183, 37.017521584560654)","(2720.767975041718, 42.97268374084024)","(96.03025466153929, 2011.1537763912065)","(2719.279184502648, 2015.6201480084162)",AD30_d02_apr21,search
"(26.95262279619783, 39.51378509758433)","(2682.8294275556846, 79.22212145396543)","(40.697816150329686, 2026.4578466226515)","(2693.520133497787, 2050.893745918886)",AD30_d03_apr10,search
"(41.188928390045476, 24.288362475513622)","(2694.461800769064, 47.240549952840865)","(24.357324240005596, 2018.0683813393314)","(2669.979467459915, 2027.2492563302621)",AD30_d04_apr19,search
"(35.56170644997417, 42.670572444315894)","(2674.783936733657, 80.94235652615589)","(21.78386418051184, 2020.5563737938044)","(2653.3517376478267, 2058.828157875644)",AD30_d05_apr01,search
"(42.25995791917535, 22.614851628818087)","(2686.7814699267205, 69.75698324022369)","(30.094246535586876, 2001.0636653848949)","(2665.491475005441, 2036.0400856127117)",AD30_d06_apr22,search
"(47.246136545018885, 36.59976057462109)","(2708.6173909889003, 61.12852789668432)","(33.44870492635823, 2020.3638177464995)","(2679.48947979395, 2072.4874483058843)",AD30_d07_apr16,search
"(28.9853442646737, 73.88250018138297)","(2683.2986287455565, 89.31455416092285)","(41.33098744830579, 2047.6422041645505)","(2663.2369585721544, 2073.8766959297686)",AD30_d08_apr13,search
"(40.029347747224506, 28.781288543858864)","(2695.17118914605, 62.332765000363)","(17.153341072335138, 1997.6429296960027)","(2660.0946455778862, 2044.9200101574406)",AD30_d10_apr26,search
"(55.07008633824262, 22.658963941086768)","(2690.9258506856277, 62.27298120873547)","(12.408836973082543, 2000.3125952260034)","(2675.689690198071, 2030.7849162011175)",AD30_d12_apr14,search
"(67.49122106943298, 71.03072625698314)","(2759.957302474063, 75.67557861133264)","(55.10494812450099, 2054.382681564246)","(2732.088188347966, 2086.896648044693)",AD31_d01_apr22,search
"(30.910360589131415, 21.207465718639014)","(2735.1714068054844, 59.424834941595236)","(75.2425088877601, 2051.3141188420523)","(2735.1714068054844, 59.424834941595236)",AD31_d02_apr26,search
"(47.58060654429357, 25.930820576072165)","(2726.006203293914, 73.56776463759707)","(27.60382355075069, 2014.3890662410217)","(2698.3460422259313, 2088.149495755641)",AD31_d03_apr13,search
"(34.885366030616865, 31.708372632953342)","(2701.191685409563, 59.055104113763264)","(36.40462889066191, 2037.135347892331)","(2710.307262569833, 2044.731662192556)",AD31_d04_apr05,search
"(47.73224261771725, 44.773452804179215)","(2723.8274323441924, 100.59003845316738)","(24.47533193063896, 2044.8677718929118)","(2691.267757382283, 2082.078828992237)",AD31_d05_apr19,search
"(48.79097438873964, 7.3888485815859895)","(2730.9994921279836, 57.452695349343685)","(10.863817746499194, 2014.4939780889506)","(2718.862802002466, 2044.8357034027429)",AD31_d06_apr01,search
"(62.727853152434136, 57.39305666400696)","(2728.6097366320837, 104.08100558659271)","(47.165203511572145, 2049.412210694334)","(2720.8284118116526, 2085.2063048683167)",AD31_d07_apr23,search
"(26.446383225712452, 11.880613799608454)","(2719.9848001160854, 26.978923311325616)","(26.446383225712452, 2036.5639193209029)","(2716.9651382137417, 2022.9754407603573)",AD31_d08_apr06,search
"(51.966081404628426, 24.311869694551206)","(2723.0710658057023, 61.07019516796072)","(13.676159036493686, 2015.3878328375538)","(2706.223499963723, 2075.1201117318437)",AD31_d10_apr10,search
"(512.8939635783208, 896.1654574475806)","(2518.5930131321197, 889.7880359863602)","(471.44072408038846, 3609.7582891968377)","(2458.0075092505263, 3632.079264311109)",AD31_d11_apr14,search
"(59.20046434012886, 44.921606326634446)","(2730.3518827541175, 58.45784662265123)","(53.18435754189909, 2045.2771167380106)","(2752.9122832474786, 2018.204636145977)",AD32_d01_apr13,search
"(60.58089675687404, 30.467568744104938)","(2735.7495828194155, 64.19462381194217)","(34.51908147718166, 2035.694297322789)","(2740.3487266923025, 2063.2891605601103)",AD32_d02_apr23,search
"(29.220670391061162, 22.427374301676082)","(2718.6620111731845, 31.477653631285193)","(38.270949720670046, 2021.0307262569836)","(2718.6620111731845, 2014.997206703911)",AD32_d03_apr21,search
"(29.29812087353946, 43.841289994921226)","(2726.2204164550535, 68.13788725241238)","(49.039106145251026, 2004.2729812087357)","(2724.7018791264604, 2057.4217877094975)",AD32_d04_apr26,search
"(41.74490314155071, 24.311869694551206)","(2718.976275121527, 96.29692374664455)","(23.365740404846065, 2035.2985924689838)","(2700.5971123848226, 2078.1833055212946)",AD32_d05_apr32,search
"(53.662083726329115, 21.176558078792823)","(2758.6522890517303, 73.07817601393026)","(35.34386563157466, 2040.7601030254664)","(2735.7545164332873, 2085.0291300877893)",AD32_d06_apr01,search
"(18.17118914604896, 18.096967278531793)","(2717.7801276935347, 59.254189944134396)","(10.54948124501152, 2040.8982442138868)","(2710.158419792497, 2046.995610534717)",AD32_d07_apr10,search
"(25.892258579409145, 46.31245011971305)","(2696.60255387071, 23.80646448523612)","(60.401436552274276, 2037.341979249801)","(2704.1045490822025, 1998.3316041500404)",AD33_d01_apr05,search
"(42.26249727925688, 46.47090618878383)","(2731.045781034609, 11.844917652180811)","(110.00899659000208, 2060.8001523616053)","(2774.7046361459775, 1993.0536530508602)",AD33_d02_apr16,search
"(25.8202133062465, 2.807262569832801)","(2692.676485525648, 67.4492127983749)","(15.297105129507031, 2005.2044184865417)","(2697.1863890299646, 2050.303453529711)",AD33_d03_apr01,search
"(27.871218167307347, 27.83403468040342)","(2701.8957411303777, 7.173801059276229)","(33.77414205905802, 2006.7892693898282)","(2706.3229340491907, 2002.3620764710151)",AD33_d04_apr26,search
"(37.252339838931675, 38.639374591888554)","(2708.2905753464415, 8.761989407240435)","(50.697163172023124, 2034.4487049263587)","(2735.1802220126247, 2018.0161430748024)",AD34_d01_apr22,search
"(15.567039106145103, 99.03957774069522)","(2687.0108466952047, 38.571609954291944)","(65.18178190524543, 2100.6843575418998)","(2749.02927519408, 2024.7117826307774)",AD34_d02_apr14,search
"(52.312849162010934, 20.9189944134082)","(2728.178770949721, 14.885474860335307)","(68.90502793296059, 2027.0642458100563)","(2734.212290502794, 2010.4720670391066)",AD34_d03_apr06,search
"(19.912899949212715, 76.60469418849334)","(2681.714394544004, 42.81379235289887)","(62.91950228542396, 2076.4117028223177)","(2723.1850467967793, 2044.1567510701593)",AD34_d04_apr05,search
"(33.50863382427599, 8.829463832257261)","(2710.4628527896684, 10.334216063266467)","(45.54665167234975, 2017.6736922295584)","(2707.45334832765, 2026.7022056156138)",AD34_d05_apr13,search
"(47.071755060581495, 27.58633824276285)","(2739.965174490315, 73.88250018138297)","(34.7261118769494, 2039.9261771747806)","(2699.841834143511, 2066.1606689399987)",AD34_d06_apr16,search
"(37.667851701370864, 47.42164260320715)","(2725.5804977145754, 53.56544293695151)","(51.491402452295915, 2068.7319524051372)","(2739.4040484655006, 2048.7646013204676)",AD34_d07_apr01,search
"(41.80091416962898, 28.73949793223528)","(2711.4279910034097, 68.33465138213705)","(32.6635710658054, 2042.0007618080244)","(2712.9508815207137, 2038.9549807734165)",AD35_d01_apr10,search
"(18.07353261263836, 65.60229993470239)","(2694.2985924689838, 13.577341652760879)","(71.62863672640174, 2048.6712979757676)","(2741.73311325546, 1999.7066313574696)",AD35_d02_apr13,search
"(49.486360008706015, 41.43571791337172)","(2727.5136399912944, 67.64554160922853)","(52.56986867880687, 2044.1745991438731)","(2716.7213596459414, 2042.6328448088227)",AD35_d03_apr01,search
"(12.48657766814165, 45.75422622070664)","(2694.3127403322937, 38.09624174708006)","(78.34524414133341, 2068.9937241529424)","(2735.6658564898794, 2007.7298483639267)",AD35_d04_apr22,search
"(54.37031125299268, 67.61347311906002)","(2735.7604295146193, 13.677464993107606)","(103.68323296814913, 2046.2944569397087)","(2765.0399767829936, 1986.194333599362)",AD35_d05_apr06,search
"(48.07545527098557, 49.121127475876165)","(2737.170717550606, 72.2365595298561)","(58.86265689617596, 2033.9662265109196)","(2741.793803961402, 2035.5072553145183)",AD35_d06_apr26,search
"(13.45310538901549, 99.07728131481917)","(2701.812355498012, 121.81182042779164)","(30.504009723744957, 2102.5585406455193)","(2718.8632598327413, 2105.4003580346407)",AD35_d07_apr16,search
"(35.76213816702125, 46.66386360333445)","(2717.7917057510144, 32.82470174789614)","(57.9047971357229, 2031.199673673224)","(2742.702197090804, 2020.1283441888731)",AD35_d08_apr05,search
"(34.89385474860296, 31.308459696728278)","(2684.598563447725, 22.306065442937324)","(58.900239425378686, 2014.8359936153238)","(2713.1061452513964, 2005.8335993615328)",AD36_d01_apr13,search
"(55.38104911847904, 52.51835594573049)","(2674.6685772328233, 60.04937241529433)","(37.306609591525444, 1995.520605093231)","(2668.643764057172, 2024.138467677574)",AD36_d02_apr01,search
"(49.763186534136025, 59.84520786476105)","(2688.7401871871148, 34.32609011100658)","(55.767684829137124, 2009.8060291663646)","(2709.7559312196186, 2011.307153740115)",AD36_d03_apr32,search
"(55.72865123703093, 29.88133933106019)","(2698.3035623594287, 49.433686425306405)","(51.21657113835863, 2013.6925560473046)","(2696.7995356598713, 2030.2368497424363)",AD36_d04_apr05,search
"(55.5361677428715, 20.795363854023435)","(2700.9602408764417, 44.79014002757049)","(42.03910614525114, 2006.3630922150478)","(2691.9621998113616, 2022.8595008343614)",AD36_d05_apr16,search
"(6.1961651222757155, 32.50349695635214)","(2689.5450012362976, 22.825052101116853)","(32.8118884741732, 2040.7808044177036)","(2694.3842236639152, 2021.4239147072328)",AD05_D01_apr01,search
"(57.78228797494398, 30.336891123381974)","(2734.0536141102775, 35.21614604796787)","(67.54079782411577, 2038.1502925904556)","(2756.010261270914, 2028.391782741284)",AD05_D02_apr21,search
"(38.22393472348131, 32.88893925657294)","(2728.4324569356295, 15.753853127832826)","(52.91115140525835, 2042.5897552130552)","(2760.254759746146, 2020.55893019039)",AD05_D03_apr23,search
"(87.3871260199453, 32.61591762724993)","(2777.448469934417, 27.760211230292498)","(97.09853881386039, 2038.0226595707102)","(2782.304176331375, 2033.1669531737527)",AD05_D04_apr19,search
"(55.19153194946455, 60.39573889392523)","(2749.0371242538054, 43.095813071787234)","(82.37712966996708, 2067.18713426193)","(2781.16555792349, 2042.4729545160185)",AD05_d05_apr26,search
"(197.9167452659069, 263.1941159399262)","(4186.226982514692, 361.8896103896104)","(147.3036711891457, 3244.304179061163)","(4135.613908437931, 3325.2850975839806)",controlADC01_D01_apr10,memorize
"(267.0329391279108, 387.0156352027866)","(4238.937459188855, 549.1341870420088)","(180.7440325038085, 3362.6755060581886)","(4168.337444678226, 3506.490350431692)",controlADC01_D03_apr23,memorize
"(254.15569904955328, 274.7770804614379)","(4214.977000652978, 309.4342668504678)","(261.58223899005975, 3223.1134368424878)","(4254.585213669012, 3252.819596604513)",controlADC01_D04_apr21,memorize
"(152.29286077051415, 282.3388594645585)","(4151.811107886528, 346.174018718712)","(142.47206703910592, 3204.0249945585147)","(4107.61753609519, 3260.494558514112)",controlADC01_D05_apr32,memorize
"(523.4656098091853, 84.72266560255412)","(4518.2780599289, 225.14637597039882)","(458.09595153449914, 3052.989370964232)","(4443.224007835742, 3132.885619966626)",controlADC01_D06_apr26,memorize
"(54.054342305739056, 37.042915185373204)","(2061.7841543930926, 67.35707030399749)","(56.38620039178704, 1520.1046579119206)","(2048.9589349198286, 1538.7595226003048)",controlADC02_D01_apr21,memorize
"(92.0748385692516, 63.4405064209534)","(2095.2294493216277, 56.36222157730549)","(112.12997895958756, 1543.9817528839876)","(2105.8468765871, 1515.6686135093958)",controlADC02_D02_apr01,memorize
"(101.25843430312682, 84.44986577668169)","(2099.7899586447074, 127.41583835159281)","(91.43764057171848, 1567.3897192193285)","(2098.5623594282815, 1598.0796996299794)",controlADC02_D03_apr22,memorize
"(91.60280780671815, 85.40872814336512)","(2083.4478342886164, 79.45937023869988)","(98.74203729231635, 1562.0393600812597)","(2109.6250090691433, 1558.4697453384606)",controlADC02_D04_apr04,memorize
"(47.760429514619545, 39.39958644707258)","(2056.7396067619534, 65.0659870855402)","(47.760429514619545, 1540.8840237974318)","(2057.906261336429, 1550.2172603932383)",controlADC02_D05_apr30,memorize
"(53.12123630559347, 66.16647319161257)","(2750.644271929188, 76.96891097729076)","(77.81252267285754, 2075.4199013277225)","(2769.1627367046362, 2055.3582311543205)",controlADC03_D01_apr05,memorize
"(56.48044692737403, 57.67441776100986)","(2730.676195313067, 43.96840310527432)","(89.98403830806046, 2045.0465428426323)","(2753.519553072626, 2028.2947471522891)",controlADC03_D02_apr06,memorize
