drawing,image,condition,participant,RT,score,response
controlADC16_D02_apr23,a-pr23,memorize,controlADC16,2991,0.5,4
controlADC04_D10_apr16,a-pr16,memorize,controlADC04,1550,na,6
controlADC07_D06_apr06,a-pr6,memorize,controlADC07,4004,1,5
controlADC09_D05_apr13,a-pr13,memorize,controlADC09,2387,-0.5,2
controlADC16_D03_apr04,a-pr4,memorize,controlADC16,2733,0.5,4
controlADC15_D03_apr04,a-pr4,memorize,controlADC15,2116,-1,1
controlADC09_D02_apr21,a-pr21,memorize,controlADC09,4325,-0.5,2
controlADC06_D08_apr32,a-pr32,memorize,controlADC06,2219,-1,1
controlADC08_D01_apr13,a-pr13,memorize,controlADC08,1676,-1,1
controlADC06_D01_apr10,a-pr10,memorize,controlADC06,2952,0.5,4
controlADC03_D02_apr06,a-pr6,memorize,controlADC03,3218,-1,1
controlADC13_D04_apr13,a-pr13,memorize,controlADC13,3681,-0.5,2
controlADC04_D11_apr06,a-pr6,memorize,controlADC04,2397,-0.5,2
controlADC04_D01_apr22,a-pr22,memorize,controlADC04,1725,-0.5,2
controlADC12_D01_apr21,a-pr21,memorize,controlADC12,2230,-0.5,2
controlADC05_D03_apr05,a-pr5,memorize,controlADC05,2974,0.5,4
controlADC07_D11_apr26,a-pr26,memorize,controlADC07,5018,0.5,4
controlADC03_D07_apr01,a-pr1,memorize,controlADC03,2121,1,5
controlADC08_D04_apr10,a-pr10,memorize,controlADC08,3922,1,5
controlADC12_D02_apr26,a-pr26,memorize,controlADC12,5817,0,3
controlADC13_D05_apr23,a-pr23,memorize,controlADC13,9599,0.5,4
controlADC05_D04_apr04,a-pr4,memorize,controlADC05,2884,1,5
controlADC08_D03_apr05,a-pr5,memorize,controlADC08,2741,0.5,4
controlADC10_D03_apr26,a-pr26,memorize,controlADC10,1814,0.5,4
controlADC01_D05_apr32,a-pr32,memorize,controlADC01,2148,0,3
controlADC14_D01_apr01,a-pr1,memorize,controlADC14,2786,0.5,4
controlADC10_D04_apr06,a-pr6,memorize,controlADC10,1714,-0.5,2
controlADC07_D05_apr13,a-pr13,memorize,controlADC07,4535,-1,1
controlADC04_D04_apr23,a-pr23,memorize,controlADC04,2509,0.5,4
controlADC10_D06_apr13,a-pr13,memorize,controlADC10,2138,0,3
controlADC15_D02_apr06,a-pr6,memorize,controlADC15,1685,-0.5,2
controlADC01_D06_apr26,a-pr26,memorize,controlADC01,4895,1,5
controlADC03_D03_apr22,a-pr22,memorize,controlADC03,2766,-0.5,2
controlADC09_D09_apr14,a-pr14,memorize,controlADC09,3522,na,6
controlADC03_D01_apr05,a-pr5,memorize,controlADC03,3673,-0.5,2
controlADC04_D09_apr13,a-pr13,memorize,controlADC04,2110,-0.5,2
controlADC15_D06_apr01,a-pr1,memorize,controlADC15,4534,-0.5,2
controlADC17_D03_apr22,a-pr22,memorize,controlADC17,1643,-1,1
controlADC07_D01_apr16,a-pr16,memorize,controlADC07,3421,1,5
controlADC06_D05_apr22,a-pr22,memorize,controlADC06,4671,0.5,4
controlADC01_D01_apr10,a-pr10,memorize,controlADC01,3265,0,3
controlADC12_D04_apr30,a-pr30,memorize,controlADC12,3422,-0.5,2
controlADC06_D06_apr13,a-pr13,memorize,controlADC06,2934,0.5,4
controlADC02_D01_apr21,a-pr21,memorize,controlADC02,2442,0.5,4
controlADC07_D09_apr04,a-pr4,memorize,controlADC07,2467,-0.5,2
controlADC07_D07_apr05,a-pr5,memorize,controlADC07,2259,-0.5,2
controlADC05_D02_apr10,a-pr10,memorize,controlADC05,5077,0,3
controlADC04_D02_apr05,a-pr5,memorize,controlADC04,2304,0,3
controlADC12_D06_apr05,a-pr5,memorize,controlADC12,4295,0.5,4
controlADC02_D05_apr30,a-pr30,memorize,controlADC02,2204,0.5,4
controlADC08_D06_apr26,a-pr26,memorize,controlADC08,1950,0.5,4
controlADC11_D04_apr05,a-pr5,memorize,controlADC11,2869,0.5,4
controlADC15_D01_apr21,a-pr21,memorize,controlADC15,1758,0.5,4
controlADC04_D14_apr30,a-pr30,memorize,controlADC04,2107,0,3
controlADC09_D07_apr30,a-pr30,memorize,controlADC09,1904,1,5
controlADC09_D04_apr10,a-pr10,memorize,controlADC09,2220,0.5,4
controlADC10_D08_apr16,a-pr16,memorize,controlADC10,2345,1,5
controlADC15_D05_apr05,a-pr5,memorize,controlADC15,2548,0,3
controlADC04_D07_apr21,a-pr21,memorize,controlADC04,1670,-1,1
controlADC17_D06_apr13,a-pr13,memorize,controlADC17,4467,-0.5,2
controlADC16_D04_apr26,a-pr26,memorize,controlADC16,3060,-0.5,2
controlADC11_D10_apr13,a-pr13,memorize,controlADC11,8196,0,3
controlADC01_D03_apr23,a-pr23,memorize,controlADC01,5476,0,3
controlADC06_D02_apr06,a-pr6,memorize,controlADC06,9807,-0.5,2
controlADC13_D02_apr10,a-pr10,memorize,controlADC13,2233,1,5
controlADC07_D03_apr32,a-pr32,memorize,controlADC07,1615,0.5,4
controlADC14_D02_apr23,a-pr23,memorize,controlADC14,2270,0,3
controlADC17_D01_apr26,a-pr26,memorize,controlADC17,2043,0.5,4
controlADC12_D03_apr13,a-pr13,memorize,controlADC12,1634,-1,1
controlADC13_D03_apr21,a-pr21,memorize,controlADC13,3780,0,3
controlADC08_D05_apr21,a-pr21,memorize,controlADC08,1359,0,3
controlADC07_D04_apr23,a-pr23,memorize,controlADC07,2211,1,5
controlADC11_D07_apr32,a-pr32,memorize,controlADC11,2294,0.5,4
controlADC12_D05_apr22,a-pr22,memorize,controlADC12,3267,-0.5,2
controlADC11_D02_apr26,a-pr26,memorize,controlADC11,2732,1,5
controlADC10_D01_apr01,a-pr1,memorize,controlADC10,3893,0.5,4
controlADC07_D08_apr14,a-pr14,memorize,controlADC07,3058,-0.5,2
controlADC04_D01_apr22,a-pr22,memorize,controlADC04,7773,-1,1
controlADC04_D02_apr05,a-pr5,memorize,controlADC04,12230,0,3
controlADC04_D08_apr32,a-pr32,memorize,controlADC04,9537,0.5,4
controlADC10_D04_apr06,a-pr6,memorize,controlADC10,10015,0,3
controlADC07_D01_apr16,a-pr16,memorize,controlADC07,6757,-1,1
controlADC13_D01_apr16,a-pr16,memorize,controlADC13,13441,1,5
controlADC01_D01_apr10,a-pr10,memorize,controlADC01,7686,0,3
controlADC10_D02_apr21,a-pr21,memorize,controlADC10,5782,-0.5,2
controlADC07_D02_apr10,a-pr10,memorize,controlADC07,9837,-1,1
controlADC03_D05_apr23,a-pr23,memorize,controlADC03,5734,-0.5,2
controlADC02_D01_apr21,a-pr21,memorize,controlADC02,3762,-0.5,2
controlADC07_D05_apr13,a-pr13,memorize,controlADC07,2637,-1,1
controlADC07_D11_apr26,a-pr26,memorize,controlADC07,3611,-1,1
controlADC02_D05_apr30,a-pr30,memorize,controlADC02,4937,0,3
controlADC04_D04_apr23,a-pr23,memorize,controlADC04,4639,-0.5,2
controlADC11_D07_apr32,a-pr32,memorize,controlADC11,8348,-0.5,2
controlADC17_D01_apr26,a-pr26,memorize,controlADC17,5045,0,3
controlADC07_D09_apr04,a-pr4,memorize,controlADC07,11138,0,3
controlADC12_D04_apr30,a-pr30,memorize,controlADC12,11473,0,3
controlADC04_D05_apr26,a-pr26,memorize,controlADC04,6005,-0.5,2
controlADC10_D05_apr05,a-pr5,memorize,controlADC10,6432,-0.5,2
controlADC13_D05_apr23,a-pr23,memorize,controlADC13,4807,-0.5,2
controlADC09_D09_apr14,a-pr14,memorize,controlADC09,7531,0.5,4
controlADC15_D04_apr16,a-pr16,memorize,controlADC15,22062,0,3
controlADC04_D09_apr13,a-pr13,memorize,controlADC04,4104,0,3
controlADC07_D06_apr06,a-pr6,memorize,controlADC07,10266,0,3
controlADC11_D04_apr05,a-pr5,memorize,controlADC11,5263,-0.5,2
controlADC06_D08_apr32,a-pr32,memorize,controlADC06,6400,-1,1
controlADC04_D11_apr06,a-pr6,memorize,controlADC04,5388,0,3
controlADC04_D07_apr21,a-pr21,memorize,controlADC04,6903,0.5,4
controlADC04_D14_apr30,a-pr30,memorize,controlADC04,9596,0.5,4
controlADC09_D04_apr10,a-pr10,memorize,controlADC09,4583,-0.5,2
controlADC06_D02_apr06,a-pr6,memorize,controlADC06,4915,-1,1
controlADC05_D04_apr04,a-pr4,memorize,controlADC05,5273,-1,1
controlADC09_D07_apr30,a-pr30,memorize,controlADC09,4483,0.5,4
controlADC09_D03_apr23,a-pr23,memorize,controlADC09,7112,0,3
controlADC08_D04_apr10,a-pr10,memorize,controlADC08,4604,-0.5,2
controlADC10_D01_apr01,a-pr1,memorize,controlADC10,6048,0,3
controlADC04_D10_apr16,a-pr16,memorize,controlADC04,6678,0,3
controlADC07_D10_apr21,a-pr21,memorize,controlADC07,17412,0,3
controlADC06_D06_apr13,a-pr13,memorize,controlADC06,5225,-1,1
controlADC02_D03_apr22,a-pr22,memorize,controlADC02,3937,0,3
controlADC17_D04_apr21,a-pr21,memorize,controlADC17,6269,-0.5,2
controlADC17_D06_apr13,a-pr13,memorize,controlADC17,4009,-0.5,2
controlADC09_D05_apr13,a-pr13,memorize,controlADC09,6432,0,3
controlADC17_D05_apr04,a-pr4,memorize,controlADC17,8173,0,3
controlADC13_D03_apr21,a-pr21,memorize,controlADC13,5235,0,3
controlADC12_D01_apr21,a-pr21,memorize,controlADC12,6719,0.5,4
controlADC06_D03_apr01,a-pr1,memorize,controlADC06,5004,-0.5,2
controlADC08_D02_apr23,a-pr23,memorize,controlADC08,6953,0.5,4
controlADC10_D03_apr26,a-pr26,memorize,controlADC10,3583,0,3
controlADC02_D04_apr04,a-pr4,memorize,controlADC02,4204,0.5,4
controlADC07_D07_apr05,a-pr5,memorize,controlADC07,3736,-1,1
controlADC03_D02_apr06,a-pr6,memorize,controlADC03,5501,0,3
controlADC16_D02_apr23,a-pr23,memorize,controlADC16,3201,-1,1
controlADC15_D05_apr05,a-pr5,memorize,controlADC15,2526,-1,1
controlADC16_D03_apr04,a-pr4,memorize,controlADC16,4770,-1,1
controlADC07_D03_apr32,a-pr32,memorize,controlADC07,1796,-1,1
controlADC16_D04_apr26,a-pr26,memorize,controlADC16,3586,-0.5,2
controlADC08_D03_apr05,a-pr5,memorize,controlADC08,3178,-0.5,2
controlADC11_D10_apr13,a-pr13,memorize,controlADC11,4926,0,3
controlADC10_D08_apr16,a-pr16,memorize,controlADC10,3530,-0.5,2
controlADC12_D06_apr05,a-pr5,memorize,controlADC12,2691,-1,1
controlADC13_D02_apr10,a-pr10,memorize,controlADC13,7562,0,3
controlADC03_D03_apr22,a-pr22,memorize,controlADC03,3055,0,3
controlADC16_D01_apr13,a-pr13,memorize,controlADC16,3224,-1,1
controlADC12_D02_apr26,a-pr26,memorize,controlADC12,7817,0,3
controlADC15_D01_apr21,a-pr21,memorize,controlADC15,6933,0.5,4
controlADC14_D02_apr23,a-pr23,memorize,controlADC14,4899,-0.5,2
controlADC05_D02_apr10,a-pr10,memorize,controlADC05,10108,0,3
controlADC15_D03_apr04,a-pr4,memorize,controlADC15,1864,0,3
controlADC03_D07_apr01,a-pr1,memorize,controlADC03,4470,0,3
controlADC08_D01_apr13,a-pr13,memorize,controlADC08,7309,-0.5,2
controlADC06_D07_apr26,a-pr26,memorize,controlADC06,5162,-0.5,2
controlADC01_D03_apr23,a-pr23,memorize,controlADC01,9722,0.5,4
controlADC08_D05_apr21,a-pr21,memorize,controlADC08,5914,0.5,4
controlADC15_D02_apr06,a-pr6,memorize,controlADC15,2741,-1,1
controlADC12_D03_apr13,a-pr13,memorize,controlADC12,5372,-1,1
controlADC01_D04_apr21,a-pr21,memorize,controlADC01,10767,-0.5,2
controlADC03_D08_apr13,a-pr13,memorize,controlADC03,2276,-1,1
controlADC11_D03_apr21,a-pr21,memorize,controlADC11,7124,1,5
controlADC05_D01_apr01,a-pr1,memorize,controlADC05,3011,-0.5,2
controlADC05_D03_apr05,a-pr5,memorize,controlADC05,3400,-1,1
controlADC07_D04_apr23,a-pr23,memorize,controlADC07,5632,-1,1
controlADC09_D02_apr21,a-pr21,memorize,controlADC09,5759,-0.5,2
controlADC04_D12_apr10,a-pr10,memorize,controlADC04,4599,-0.5,2
controlADC02_D02_apr01,a-pr1,memorize,controlADC02,3020,0.5,4
controlADC13_D04_apr13,a-pr13,memorize,controlADC13,7307,0,3
controlADC01_D05_apr32,a-pr32,memorize,controlADC01,2478,0,3
controlADC01_D06_apr26,a-pr26,memorize,controlADC01,9016,na,6
controlADC07_D08_apr14,a-pr14,memorize,controlADC07,3542,-1,1
controlADC17_D03_apr22,a-pr22,memorize,controlADC17,2547,-0.5,2
controlADC12_D05_apr22,a-pr22,memorize,controlADC12,3087,0,3
controlADC15_D06_apr01,a-pr1,memorize,controlADC15,2278,0,3
controlADC14_D01_apr01,a-pr1,memorize,controlADC14,6505,0.5,4
controlADC03_D06_apr10,a-pr10,memorize,controlADC03,3147,0,3
controlADC10_D06_apr13,a-pr13,memorize,controlADC10,2374,-0.5,2
controlADC17_D02_apr05,a-pr5,memorize,controlADC17,3880,-0.5,2
controlADC06_D05_apr22,a-pr22,memorize,controlADC06,3337,-0.5,2
controlADC06_D01_apr10,a-pr10,memorize,controlADC06,7101,na,6
controlADC03_D01_apr05,a-pr5,memorize,controlADC03,2230,-1,1
controlADC11_D02_apr26,a-pr26,memorize,controlADC11,10373,0,3
controlADC08_D06_apr26,a-pr26,memorize,controlADC08,12815,0.5,4
controlADC16_D01_apr13,a-pr13,memorize,controlADC16,20629,-0.5,2
controlADC01_D03_apr23,a-pr23,memorize,controlADC01,10458,na,6
controlADC04_D01_apr22,a-pr22,memorize,controlADC04,7412,-1,1
controlADC09_D09_apr14,a-pr14,memorize,controlADC09,9887,0,3
controlADC09_D03_apr23,a-pr23,memorize,controlADC09,9272,0,3
controlADC17_D01_apr26,a-pr26,memorize,controlADC17,9265,na,6
controlADC02_D03_apr22,a-pr22,memorize,controlADC02,7025,0.5,4
controlADC05_D04_apr04,a-pr4,memorize,controlADC05,12246,0.5,4
controlADC05_D03_apr05,a-pr5,memorize,controlADC05,22731,-0.5,2
controlADC03_D07_apr01,a-pr1,memorize,controlADC03,19229,0,3
controlADC01_D06_apr26,a-pr26,memorize,controlADC01,3814,na,6
controlADC11_D02_apr26,a-pr26,memorize,controlADC11,1690,na,6
controlADC15_D01_apr21,a-pr21,memorize,controlADC15,9469,0.5,4
controlADC17_D02_apr05,a-pr5,memorize,controlADC17,6747,-0.5,2
controlADC15_D06_apr01,a-pr1,memorize,controlADC15,5550,-0.5,2
controlADC13_D03_apr21,a-pr21,memorize,controlADC13,5574,na,6
controlADC07_D08_apr14,a-pr14,memorize,controlADC07,6215,-1,1
controlADC07_D01_apr16,a-pr16,memorize,controlADC07,4000,-0.5,2
controlADC07_D03_apr32,a-pr32,memorize,controlADC07,6252,-1,1
controlADC17_D03_apr22,a-pr22,memorize,controlADC17,6042,-1,1
controlADC04_D14_apr30,a-pr30,memorize,controlADC04,5806,na,6
controlADC10_D05_apr05,a-pr5,memorize,controlADC10,7726,0.5,4
controlADC02_D01_apr21,a-pr21,memorize,controlADC02,4025,-0.5,2
controlADC02_D05_apr30,a-pr30,memorize,controlADC02,345,-1,1
controlADC17_D05_apr04,a-pr4,memorize,controlADC17,5257,0.5,4
controlADC16_D02_apr23,a-pr23,memorize,controlADC16,2903,-1,1
controlADC07_D05_apr13,a-pr13,memorize,controlADC07,4792,0.5,4
controlADC06_D02_apr06,a-pr6,memorize,controlADC06,4883,-1,1
controlADC10_D01_apr01,a-pr1,memorize,controlADC10,2776,0.5,4
controlADC16_D03_apr04,a-pr4,memorize,controlADC16,6516,0.5,4
controlADC08_D03_apr05,a-pr5,memorize,controlADC08,2646,1,5
controlADC09_D05_apr13,a-pr13,memorize,controlADC09,2235,na,6
controlADC01_D01_apr10,a-pr10,memorize,controlADC01,2005,na,6
controlADC06_D06_apr13,a-pr13,memorize,controlADC06,7582,-1,1
controlADC03_D01_apr05,a-pr5,memorize,controlADC03,1928,-1,1
controlADC05_D02_apr10,a-pr10,memorize,controlADC05,2913,0,3
controlADC12_D04_apr30,a-pr30,memorize,controlADC12,3911,0.5,4
controlADC10_D08_apr16,a-pr16,memorize,controlADC10,7210,0,3
controlADC15_D02_apr06,a-pr6,memorize,controlADC15,4121,-0.5,2
controlADC06_D01_apr10,a-pr10,memorize,controlADC06,2967,na,6
controlADC06_D08_apr32,a-pr32,memorize,controlADC06,4361,-1,1
controlADC07_D04_apr23,a-pr23,memorize,controlADC07,4127,na,6
controlADC04_D10_apr16,a-pr16,memorize,controlADC04,3471,na,6
controlADC03_D03_apr22,a-pr22,memorize,controlADC03,4133,0,3
controlADC11_D07_apr32,a-pr32,memorize,controlADC11,1917,na,6
controlADC04_D02_apr05,a-pr5,memorize,controlADC04,3632,-0.5,2
controlADC11_D10_apr13,a-pr13,memorize,controlADC11,2683,1,5
controlADC05_D01_apr01,a-pr1,memorize,controlADC05,3175,1,5
controlADC12_D06_apr05,a-pr5,memorize,controlADC12,1708,1,5
controlADC14_D02_apr23,a-pr23,memorize,controlADC14,5024,-0.5,2
controlADC07_D07_apr05,a-pr5,memorize,controlADC07,4390,0.5,4
controlADC10_D04_apr06,a-pr6,memorize,controlADC10,26323,-0.5,2
controlADC08_D01_apr13,a-pr13,memorize,controlADC08,4939,0,3
controlADC17_D06_apr13,a-pr13,memorize,controlADC17,3496,0.5,4
controlADC04_D07_apr21,a-pr21,memorize,controlADC04,2156,na,6
controlADC03_D02_apr06,a-pr6,memorize,controlADC03,2833,-0.5,2
controlADC04_D04_apr23,a-pr23,memorize,controlADC04,5681,-0.5,2
controlADC07_D06_apr06,a-pr6,memorize,controlADC07,2507,-0.5,2
controlADC03_D08_apr13,a-pr13,memorize,controlADC03,6396,-0.5,2
controlADC07_D11_apr26,a-pr26,memorize,controlADC07,3016,-1,1
controlADC13_D02_apr10,a-pr10,memorize,controlADC13,3314,na,6
controlADC15_D04_apr16,a-pr16,memorize,controlADC15,5247,na,6
controlADC07_D09_apr04,a-pr4,memorize,controlADC07,2747,1,5
controlADC03_D05_apr23,a-pr23,memorize,controlADC03,2558,0,3
controlADC09_D07_apr30,a-pr30,memorize,controlADC09,1474,na,6
controlADC06_D07_apr26,a-pr26,memorize,controlADC06,3929,-1,1
controlADC02_D04_apr04,a-pr4,memorize,controlADC02,3008,0,3
controlADC07_D10_apr21,a-pr21,memorize,controlADC07,34877,0.5,4
controlADC12_D01_apr21,a-pr21,memorize,controlADC12,5354,0.5,4
controlADC04_D12_apr10,a-pr10,memorize,controlADC04,2382,0.5,4
controlADC08_D06_apr26,a-pr26,memorize,controlADC08,3054,0.5,4
controlADC14_D01_apr01,a-pr1,memorize,controlADC14,8326,-0.5,2
controlADC08_D02_apr23,a-pr23,memorize,controlADC08,2728,na,6
controlADC04_D09_apr13,a-pr13,memorize,controlADC04,2876,1,5
controlADC04_D08_apr32,a-pr32,memorize,controlADC04,3312,0.5,4
controlADC16_D04_apr26,a-pr26,memorize,controlADC16,6280,-0.5,2
controlADC17_D04_apr21,a-pr21,memorize,controlADC17,2778,0.5,4
controlADC12_D03_apr13,a-pr13,memorize,controlADC12,3007,-0.5,2
controlADC10_D06_apr13,a-pr13,memorize,controlADC10,3358,0,3
controlADC09_D02_apr21,a-pr21,memorize,controlADC09,2468,na,6
controlADC06_D03_apr01,a-pr1,memorize,controlADC06,2001,-1,1
controlADC13_D01_apr16,a-pr16,memorize,controlADC13,4355,na,6
controlADC12_D05_apr22,a-pr22,memorize,controlADC12,5106,0,3
controlADC15_D05_apr05,a-pr5,memorize,controlADC15,4741,-0.5,2
controlADC10_D03_apr26,a-pr26,memorize,controlADC10,3260,0.5,4
controlADC08_D04_apr10,a-pr10,memorize,controlADC08,1978,na,6
controlADC13_D04_apr13,a-pr13,memorize,controlADC13,1814,na,6
controlADC01_D04_apr21,a-pr21,memorize,controlADC01,3295,0.5,4
controlADC13_D05_apr23,a-pr23,memorize,controlADC13,1821,na,6
controlADC07_D02_apr10,a-pr10,memorize,controlADC07,2929,0,3
controlADC12_D02_apr26,a-pr26,memorize,controlADC12,4092,0.5,4
controlADC04_D11_apr06,a-pr6,memorize,controlADC04,2820,0,3
controlADC03_D06_apr10,a-pr10,memorize,controlADC03,1705,0,3
controlADC04_D05_apr26,a-pr26,memorize,controlADC04,2073,0,3
controlADC06_D05_apr22,a-pr22,memorize,controlADC06,2062,-1,1
controlADC11_D03_apr21,a-pr21,memorize,controlADC11,1688,na,6
controlADC09_D04_apr10,a-pr10,memorize,controlADC09,1414,0,3
controlADC08_D05_apr21,a-pr21,memorize,controlADC08,2235,na,6
controlADC02_D02_apr01,a-pr1,memorize,controlADC02,2188,0.5,4
controlADC10_D02_apr21,a-pr21,memorize,controlADC10,1344,na,6
controlADC11_D04_apr05,a-pr5,memorize,controlADC11,1511,na,6
controlADC15_D03_apr04,a-pr4,memorize,controlADC15,1537,-1,1
controlADC01_D05_apr32,a-pr32,memorize,controlADC01,1952,0,3
controlADC12_D05_apr22,a-pr22,memorize,controlADC12,13635,-0.5,2
controlADC07_D07_apr05,a-pr5,memorize,controlADC07,4882,-0.5,2
controlADC12_D02_apr26,a-pr26,memorize,controlADC12,8443,0,3
controlADC05_D02_apr10,a-pr10,memorize,controlADC05,8570,-0.5,2
controlADC09_D02_apr21,a-pr21,memorize,controlADC09,5802,0,3
controlADC04_D14_apr30,a-pr30,memorize,controlADC04,3685,0.5,4
controlADC04_D05_apr26,a-pr26,memorize,controlADC04,40960,-0.5,2
controlADC07_D02_apr10,a-pr10,memorize,controlADC07,3870,0,3
controlADC08_D02_apr23,a-pr23,memorize,controlADC08,4511,0,3
controlADC02_D05_apr30,a-pr30,memorize,controlADC02,7223,0.5,4
controlADC05_D04_apr04,a-pr4,memorize,controlADC05,2744,-1,1
controlADC06_D06_apr13,a-pr13,memorize,controlADC06,5955,-0.5,2
controlADC04_D10_apr16,a-pr16,memorize,controlADC04,4641,na,6
controlADC04_D11_apr06,a-pr6,memorize,controlADC04,8285,0,3
controlADC08_D03_apr05,a-pr5,memorize,controlADC08,3719,0.5,4
controlADC16_D04_apr26,a-pr26,memorize,controlADC16,5722,0,3
controlADC07_D04_apr23,a-pr23,memorize,controlADC07,3774,0,3
controlADC14_D01_apr01,a-pr1,memorize,controlADC14,7221,0,3
controlADC07_D08_apr14,a-pr14,memorize,controlADC07,6731,0.5,4
controlADC07_D03_apr32,a-pr32,memorize,controlADC07,2486,-0.5,2
controlADC06_D03_apr01,a-pr1,memorize,controlADC06,6820,-0.5,2
controlADC17_D03_apr22,a-pr22,memorize,controlADC17,11136,-0.5,2
controlADC05_D03_apr05,a-pr5,memorize,controlADC05,4904,-0.5,2
controlADC13_D02_apr10,a-pr10,memorize,controlADC13,8118,na,6
controlADC03_D05_apr23,a-pr23,memorize,controlADC03,6185,-0.5,2
controlADC11_D02_apr26,a-pr26,memorize,controlADC11,7730,na,6
controlADC03_D02_apr06,a-pr6,memorize,controlADC03,4857,-0.5,2
controlADC08_D04_apr10,a-pr10,memorize,controlADC08,9974,0,3
controlADC13_D04_apr13,a-pr13,memorize,controlADC13,18738,0,3
controlADC09_D03_apr23,a-pr23,memorize,controlADC09,7153,0.5,4
controlADC11_D04_apr05,a-pr5,memorize,controlADC11,3918,0,3
controlADC07_D05_apr13,a-pr13,memorize,controlADC07,11100,0,3
controlADC03_D01_apr05,a-pr5,memorize,controlADC03,2753,-1,1
controlADC03_D07_apr01,a-pr1,memorize,controlADC03,2928,0,3
controlADC07_D06_apr06,a-pr6,memorize,controlADC07,6413,-0.5,2
controlADC10_D03_apr26,a-pr26,memorize,controlADC10,9052,-0.5,2
controlADC02_D01_apr21,a-pr21,memorize,controlADC02,11149,0,3
controlADC12_D03_apr13,a-pr13,memorize,controlADC12,48082,0.5,4
controlADC01_D06_apr26,a-pr26,memorize,controlADC01,6538,na,6
controlADC03_D08_apr13,a-pr13,memorize,controlADC03,4503,0,3
controlADC12_D06_apr05,a-pr5,memorize,controlADC12,4023,1,5
controlADC03_D06_apr10,a-pr10,memorize,controlADC03,2255,0,3
controlADC08_D05_apr21,a-pr21,memorize,controlADC08,2939,1,5
controlADC04_D08_apr32,a-pr32,memorize,controlADC04,2812,na,6
controlADC15_D04_apr16,a-pr16,memorize,controlADC15,6816,na,6
controlADC13_D03_apr21,a-pr21,memorize,controlADC13,5022,na,6
controlADC11_D07_apr32,a-pr32,memorize,controlADC11,8134,0.5,4
controlADC04_D12_apr10,a-pr10,memorize,controlADC04,10969,na,6
controlADC01_D03_apr23,a-pr23,memorize,controlADC01,5444,0.5,4
controlADC04_D04_apr23,a-pr23,memorize,controlADC04,4992,-0.5,2
controlADC09_D05_apr13,a-pr13,memorize,controlADC09,4325,0,3
controlADC17_D05_apr04,a-pr4,memorize,controlADC17,1639,0,3
controlADC16_D03_apr04,a-pr4,memorize,controlADC16,2279,-0.5,2
controlADC07_D01_apr16,a-pr16,memorize,controlADC07,4815,-0.5,2
controlADC16_D01_apr13,a-pr13,memorize,controlADC16,5299,-0.5,2
controlADC04_D09_apr13,a-pr13,memorize,controlADC04,2502,0.5,4
controlADC15_D03_apr04,a-pr4,memorize,controlADC15,3209,0,3
controlADC10_D05_apr05,a-pr5,memorize,controlADC10,4103,0,3
