drawing,image,condition,participant,RT,score,response
AD08_d07_apr10,a-pr10,search,AD08,7614,-0.5,2
AD03_d04_apr13,a-pr13,search,AD03,6791,-1,1
AD06_d14_apr23,a-pr23,search,AD06,8656,na,6
AD02_d03_apr10,a-pr10,search,AD02,2765,-0.5,2
AD01_d05_apr30,a-pr30,search,AD01,2691,1,5
controlADC35_D01_apr22,a-pr22,memorize,controlADC35,4274,0.5,4
AD03_d09_apr23,a-pr23,search,AD03,11516,-0.5,2
AD04_d01_apr21,a-pr21,search,AD04,8942,1,5
controlADC32_D07_apr16,a-pr16,memorize,controlADC32,4800,0,3
AD04_d05_apr05,a-pr5,search,AD04,3692,1,5
AD03_d01_apr05,a-pr5,search,AD03,5633,-1,1
controlADC33_D01_apr06,a-pr6,memorize,controlADC33,14812,-0.5,2
controlADC35_D02_apr05,a-pr5,memorize,controlADC35,3871,-1,1
AD10_d05_apr13,a-pr13,search,AD10,5202,na,6
controlADC32_D12_apr23,a-pr23,memorize,controlADC32,6326,-0.5,2
AD01_d07_apr23,a-pr23,search,AD01,7449,-0.5,2
AD09_d04_apr19,a-pr19,search,AD09,3233,-1,1
AD04_d06_apr30,a-pr30,search,AD04,6033,1,5
AD10_d04_apr22,a-pr22,search,AD10,5636,-0.5,2
controlADC32_D13_apr26,a-pr26,memorize,controlADC32,5029,na,6
AD08_d03_apr16,a-pr16,search,AD08,6232,1,5
AD09_d02_apr05,a-pr5,search,AD09,2846,na,6
AD06_d015_apr26,a-pr26,search,AD06,2995,-1,1
controlADC32_D09_apr06,a-pr6,memorize,controlADC32,3176,-1,1
controlADC33_D03_apr26,a-pr26,memorize,controlADC33,5190,0,3
controlADC35_D05_apr32,a-pr32,memorize,controlADC35,18055,-0.5,2
AD01_d01_apr19,a-pr19,search,AD01,10755,0,3
AD02_d13_apr16,a-pr16,search,AD02,26041,-0.5,2
AD01_d02_apr05,a-pr5,search,AD01,7790,-0.5,2
controlADC36_D07_apr04,a-pr4,memorize,controlADC36,2783,na,6
AD03_d05_apr06,a-pr6,search,AD03,2968,-0.5,2
AD04_d04_apr32,a-pr32,search,AD04,15764,1,5
controlADC34_D01_apr13,a-pr13,memorize,controlADC34,6655,0,3
controlADC36_D02_apr05,a-pr5,memorize,controlADC36,60755,0.5,4
AD03_d10_apr19,a-pr19,search,AD03,2776,0,3
AD06_d07_apr13,a-pr13,search,AD06,15399,-0.5,2
controlADC33_D02_apr05,a-pr5,memorize,controlADC33,4647,0.5,4
AD03_d03_apr22,a-pr22,search,AD03,5101,na,6
controlADC33_D05_apr01,a-pr1,memorize,controlADC33,4301,na,6
controlADC34_D05_apr16,a-pr16,memorize,controlADC34,6478,0,3
AD01_d10_apr16,a-pr16,search,AD01,3546,0,3
AD02_d06_apr01,a-pr1,search,AD02,3947,-1,1
controlADC36_D05_apr14,a-pr14,memorize,controlADC36,2822,1,5
AD06_d10_apr05,a-pr5,search,AD06,1920,-0.5,2
controlADC34_D02_apr04,a-pr4,memorize,controlADC34,6530,-1,1
AD03_d02_apr01,a-pr1,search,AD03,3801,na,6
AD06_d01_apr21,a-pr21,search,AD06,6376,0,3
AD08_d06_apr22,a-pr22,search,AD08,34948,-0.5,2
AD07_d02_apr16,a-pr16,search,AD07,3483,-0.5,2
AD04_d03_apr13,a-pr13,search,AD04,3831,-1,1
AD06_d04_apr30,a-pr30,search,AD06,2455,0,3
AD09_d03_apr04,a-pr4,search,AD09,2851,0,3
controlADC32_D11_apr32,a-pr32,memorize,controlADC32,5414,na,6
AD01_d03_apr01,a-pr1,search,AD01,4009,0,3
AD02_d08_apr06,a-pr6,search,AD02,5911,na,6
AD07_d01_apr10,a-pr10,search,AD07,6975,0.5,4
AD09_d01_apr06,a-pr6,search,AD09,11785,0.5,4
AD06_d06_apr10,a-pr10,search,AD06,4809,-0.5,2
AD07_d07_apr32,a-pr32,search,AD07,11200,-0.5,2
AD06_d08_apr01,a-pr1,search,AD06,3079,na,6
AD10_d02_apr05,a-pr5,search,AD10,2922,-0.5,2
AD03_d07_apr30,a-pr30,search,AD03,5611,na,6
controlADC35_D04_apr01,a-pr19,memorize,controlADC35,4506,0.5,4
AD10_d01_apr19,a-pr19,search,AD10,9414,1,5
controlADC34_D03_apr30,a-pr30,memorize,controlADC34,7352,0.5,4
AD06_d11_apr06,a-pr6,search,AD06,3247,-0.5,2
AD06_d12_apr22,a-pr22,search,AD06,2679,-1,1
controlADC34_D04_apr22,a-pr22,memorize,controlADC34,13284,-0.5,2
AD01_d09_apr21,a-pr21,search,AD01,9141,0,3
AD06_d13_apr16,a-pr16,search,AD06,2294,-0.5,2
AD01_d06_apr22,a-pr22,search,AD01,5459,0,3
AD02_d07_apr23,a-pr23,search,AD02,7331,-0.5,2
AD09_d05_apr13,a-pr13,search,AD09,4061,-1,1
AD02_d02_apr13,a-pr13,search,AD02,3863,-0.5,2
controlADC23_D02_apr22,a-pr22,memorize,controlADC23,29708,0.5,4
controlADC18_D07_apr06,a-pr6,memorize,controlADC18,10650,-1,1
controlADC18_D02_apr23,a-pr23,memorize,controlADC18,9220,-1,1
controlADC30_D06_apr32,a-pr32,memorize,controlADC30,15214,0.5,4
controlADC29_D04_apr21,a-pr21,memorize,controlADC29,12922,-0.5,2
controlADC27_D02_apr32,a-pr32,memorize,controlADC27,6936,-1,1
controlADC32_D04_apr04,a-pr4,memorize,controlADC32,11913,-1,1
controlADC30_D01_apr23,a-pr23,memorize,controlADC30,6600,-1,1
controlADC27_D11_apr30,a-pr30,memorize,controlADC27,7065,1,5
controlADC18_D05_apr05,a-pr5,memorize,controlADC18,14847,-1,1
controlADC30_D02_apr22,a-pr22,memorize,controlADC30,16486,-0.5,2
controlADC31_D07_apr26,a-pr26,memorize,controlADC31,7181,-0.5,2
controlADC30_D05_apr05,a-pr5,memorize,controlADC30,3325,-1,1
controlADC31_D06_apr10,a-pr10,memorize,controlADC31,3862,-1,1
controlADC26_D11_apr05,a-pr5,memorize,controlADC26,5860,1,5
controlADC29_D01_apr04,a-pr4,memorize,controlADC29,24101,-1,1
controlADC27_D07_apr05,a-pr5,memorize,controlADC27,21683,0,3
controlADC19_D04_apr13,a-pr13,memorize,controlADC19,6870,0,3
controlADC31_D01_apr05,a-pr5,memorize,controlADC31,7185,1,5
controlADC21_DO1_apr04,a-pr4,memorize,controlADC21,3031,1,5
controlADC27_D09_apr01,a-pr1,memorize,controlADC27,11142,1,5
controlADC20_D01_apr23,a-pr23,memorize,controlADC20,5876,-1,1
controlADC21_DO2_apr21,a-pr21,memorize,controlADC21,3819,1,5
controlADC17_D08_apr32,a-pr32,memorize,controlADC17,4446,-1,1
controlADC24_D01_apr23,a-pr23,memorize,controlADC24,22928,-0.5,2
controlADC28_D02_apr32,a-pr32,memorize,controlADC28,13466,0,3
controlADC22_D01_apr21,a-pr21,memorize,controlADC22,6176,1,5
controlADC21_DO3_apr05,a-pr5,memorize,controlADC21,2624,1,5
controlADC18_D06_apr14,a-pr14,memorize,controlADC18,12882,1,5
controlADC17_D07_apr01,a-pr1,memorize,controlADC17,3853,-1,1
controlADC27_D10_apr21,a-pr21,memorize,controlADC27,6083,0,3
controlADC27_D08_apr16,a-pr16,memorize,controlADC27,8865,0,3
controlADC29_D05_apr14,a-pr14,memorize,controlADC29,5960,0.5,4
controlADC21_DO7_apr30,a-pr30,memorize,controlADC21,2813,1,5
controlADC32_D05_apr14,a-pr14,memorize,controlADC32,163443,0.5,4
controlADC21_DO5_apr23,a-pr23,memorize,controlADC21,6230,0,3
controlADC26_D04_apr10,a-pr10,memorize,controlADC26,97849,0.5,4
controlADC26_D13_apr32,a-pr32,memorize,controlADC26,5657,-0.5,2
controlADC32_D03_apr22,a-pr22,memorize,controlADC32,4377,-0.5,2
controlADC31_D09_apr06,a-pr6,memorize,controlADC31,5611,1,5
controlADC21_DO8_apr16,a-pr16,memorize,controlADC21,2486,1,5
controlADC31_D08_apr16,a-pr16,memorize,controlADC31,10479,-1,1
controlADC24_D03_apr05,a-pr5,memorize,controlADC24,5754,-1,1
controlADC23_D08_apr14,a-pr14,memorize,controlADC23,2102,1,5
controlADC27_D05_apr23,a-pr23,memorize,controlADC27,3270,1,5
controlADC20_D04_apr22,a-pr22,memorize,controlADC20,4118,1,5
controlADC28_D07_apr30,a-pr30,memorize,controlADC28,2300,1,5
controlADC28_D01_apr13,a-pr13,memorize,controlADC28,1728,1,5
controlADC20_D07_apr13,a-pr13,memorize,controlADC20,2110,1,5
controlADC26_D07_apr22,a-pr22,memorize,controlADC26,7383,0,3
controlADC26_D03_apr21,a-pr21,memorize,controlADC26,66003,-0.5,2
controlADC27_D04_apr13,a-pr13,memorize,controlADC27,5431,1,5
controlADC26_D06_apr01,a-pr1,memorize,controlADC26,5329,0.5,4
controlADC18_D01_apr19,a-pr19,memorize,controlADC18,7092,0,3
controlADC29_D03_apr16,a-pr16,memorize,controlADC29,2354,-0.5,2
controlADC23_D04_apr32,a-pr32,memorize,controlADC23,3044,0.5,4
controlADC23_D07_apr05,a-pr5,memorize,controlADC23,4000,0.5,4
controlADC27_D03_apr19,a-pr19,memorize,controlADC27,8690,1,5
controlADC26_D15_apr04,a-pr4,memorize,controlADC26,2856,-1,1
controlADC23_D06_apr30,a-pr30,memorize,controlADC23,3014,1,5
controlADC20_D06_apr30,a-pr30,memorize,controlADC20,1809,1,5
controlADC31_D02_apr22,a-pr22,memorize,controlADC31,4357,-0.5,2
controlADC26_D14_apr26,a-pr26,memorize,controlADC26,3141,1,5
controlADC31_D04_apr23,a-pr23,memorize,controlADC31,1424,1,5
controlADC26_D02_apr19,a-pr19,memorize,controlADC26,4156,-0.5,2
controlADC30_D09_apr16,a-pr16,memorize,controlADC30,2564,-0.5,2
controlADC19_D03_apr06,a-pr6,memorize,controlADC19,2107,-0.5,2
controlADC32_D06_apr05,a-pr5,memorize,controlADC32,2497,-0.5,2
controlADC29_D02_apr06,a-pr6,memorize,controlADC29,2339,1,5
controlADC26_D10_apr06,a-pr6,memorize,controlADC26,3723,0.5,4
controlADC31_D05_apr13,a-pr13,memorize,controlADC31,39857,0.5,4
controlADC18_D08_apr13,a-pr13,memorize,controlADC18,13711,0.5,4
controlADC25_D02_apr21,a-pr21,memorize,controlADC25,4025,0.5,4
controlADC28_D03_apr26,a-pr26,memorize,controlADC28,4864,-0.5,2
controlADC21_DO4_apr01,a-pr1,memorize,controlADC21,3379,-0.5,2
controlADC23_D05_apr16,a-pr16,memorize,controlADC23,2731,-0.5,2
controlADC30_D08_apr26,a-pr26,memorize,controlADC30,6151,0.5,4
controlADC24_D02_apr13,a-pr13,memorize,controlADC24,12172,-1,1
controlADC19_D01_apr32,a-pr32,memorize,controlADC19,6523,0.5,4
controlADC27_D06_apr22,a-pr22,memorize,controlADC27,2980,-0.5,2
controlADC26_D08_apr23,a-pr23,memorize,controlADC26,5370,1,5
controlADC20_D05_apr26,a-pr26,memorize,controlADC20,5108,1,5
controlADC28_D05_apr23,a-pr23,memorize,controlADC28,6156,-0.5,2
controlADC22_D02_apr32,a-pr32,memorize,controlADC22,3948,-0.5,2
controlADC22_D05_apr13,a-pr13,memorize,controlADC22,28323,1,5
controlADC26_D05_apr14,a-pr14,memorize,controlADC26,13034,-0.5,2
controlADC18_D04_apr01,a-pr1,memorize,controlADC18,15257,-0.5,2
controlADC21_DO6_apr06,a-pr6,memorize,controlADC21,3684,-0.5,2
controlADC22_D03_apr04,a-pr4,memorize,controlADC22,6075,0.5,4
controlADC18_D03_apr21,a-pr21,memorize,controlADC18,2414,1,5
controlADC20_D02_apr16,a-pr16,memorize,controlADC20,2327,1,5
controlADC32_D02_apr10,a-pr10,memorize,controlADC32,4775,-0.5,2
controlADC28_D06_apr04,a-pr4,memorize,controlADC28,3353,-1,1
controlADC19_D02_apr22,a-pr22,memorize,controlADC19,4762,1,5
controlADC25_D03_apr04,a-pr4,memorize,controlADC25,4609,0.5,4
controlADC25_D05_apr23,a-pr23,memorize,controlADC25,6739,1,5
controlADC20_D03_apr19,a-pr19,memorize,controlADC20,5839,0.5,4
controlADC23_D01_apr21,a-pr21,memorize,controlADC23,7153,0.5,4
controlADC30_D04_apr10,a-pr10,memorize,controlADC30,8161,0,3
controlADC27_D01_apr06,a-pr6,memorize,controlADC27,5436,-0.5,2
controlADC25_D04_apr01,a-pr1,memorize,controlADC25,5344,1,5
controlADC26_D15_apr04,a-pr4,memorize,controlADC26,16869,0,3
controlADC23_D06_apr30,a-pr30,memorize,controlADC23,9571,1,5
controlADC30_D01_apr23,a-pr23,memorize,controlADC30,6327,0.5,4
controlADC21_DO3_apr05,a-pr5,memorize,controlADC21,5005,0.5,4
controlADC26_D02_apr19,a-pr19,memorize,controlADC26,10370,-0.5,2
controlADC23_D08_apr14,a-pr14,memorize,controlADC23,10557,-0.5,2
controlADC23_D07_apr05,a-pr5,memorize,controlADC23,8047,0,3
controlADC27_D03_apr19,a-pr19,memorize,controlADC27,2933,0.5,4
controlADC27_D05_apr23,a-pr23,memorize,controlADC27,6549,-0.5,2
controlADC26_D08_apr23,a-pr23,memorize,controlADC26,9793,1,5
controlADC32_D03_apr22,a-pr22,memorize,controlADC32,5986,-1,1
controlADC19_D03_apr06,a-pr6,memorize,controlADC19,2673,-0.5,2
controlADC24_D01_apr23,a-pr23,memorize,controlADC24,5028,-1,1
controlADC22_D05_apr13,a-pr13,memorize,controlADC22,5948,-0.5,2
controlADC20_D02_apr16,a-pr16,memorize,controlADC20,2437,-0.5,2
controlADC24_D03_apr05,a-pr5,memorize,controlADC24,3596,-0.5,2
controlADC18_D07_apr06,a-pr6,memorize,controlADC18,4191,0,3
controlADC21_DO5_apr23,a-pr23,memorize,controlADC21,7708,0,3
controlADC20_D03_apr19,a-pr19,memorize,controlADC20,2680,1,5
controlADC26_D06_apr01,a-pr1,memorize,controlADC26,2941,0,3
controlADC18_D05_apr05,a-pr5,memorize,controlADC18,6557,-0.5,2
controlADC32_D02_apr10,a-pr10,memorize,controlADC32,1960,-1,1
controlADC29_D03_apr16,a-pr16,memorize,controlADC29,1766,0.5,4
controlADC26_D03_apr21,a-pr21,memorize,controlADC26,2227,0,3
controlADC31_D02_apr22,a-pr22,memorize,controlADC31,2303,-0.5,2
controlADC21_DO7_apr30,a-pr30,memorize,controlADC21,5461,0.5,4
controlADC26_D10_apr06,a-pr6,memorize,controlADC26,4823,0.5,4
controlADC27_D08_apr16,a-pr16,memorize,controlADC27,2589,0.5,4
controlADC26_D04_apr10,a-pr10,memorize,controlADC26,2568,0,3
controlADC22_D02_apr32,a-pr32,memorize,controlADC22,5201,0,3
controlADC18_D01_apr19,a-pr19,memorize,controlADC18,3209,0,3
controlADC27_D09_apr01,a-pr1,memorize,controlADC27,4564,0,3
controlADC31_D09_apr06,a-pr6,memorize,controlADC31,1667,-0.5,2
controlADC30_D04_apr10,a-pr10,memorize,controlADC30,4918,-0.5,2
controlADC27_D07_apr05,a-pr5,memorize,controlADC27,3235,-0.5,2
controlADC22_D01_apr21,a-pr21,memorize,controlADC22,5600,1,5
controlADC27_D01_apr06,a-pr6,memorize,controlADC27,2666,-0.5,2
controlADC26_D14_apr26,a-pr26,memorize,controlADC26,3898,0,3
controlADC31_D08_apr16,a-pr16,memorize,controlADC31,2409,-0.5,2
controlADC28_D06_apr04,a-pr4,memorize,controlADC28,4373,0,3
controlADC27_D04_apr13,a-pr13,memorize,controlADC27,3660,-0.5,2
controlADC18_D03_apr21,a-pr21,memorize,controlADC18,808,-0.5,2
controlADC21_DO8_apr16,a-pr16,memorize,controlADC21,1084,0.5,4
controlADC17_D08_apr32,a-pr32,memorize,controlADC17,3884,0,3
controlADC27_D06_apr22,a-pr22,memorize,controlADC27,2418,-0.5,2
controlADC18_D02_apr23,a-pr23,memorize,controlADC18,6704,0,3
controlADC28_D05_apr23,a-pr23,memorize,controlADC28,3130,0,3
controlADC27_D02_apr32,a-pr32,memorize,controlADC27,3447,0.5,4
controlADC20_D01_apr23,a-pr23,memorize,controlADC20,1217,0.5,4
controlADC19_D01_apr32,a-pr32,memorize,controlADC19,1960,0,3
controlADC28_D02_apr32,a-pr32,memorize,controlADC28,2677,1,5
controlADC21_DO1_apr04,a-pr4,memorize,controlADC21,1488,0,3
controlADC32_D04_apr04,a-pr4,memorize,controlADC32,1078,0,3
controlADC23_D01_apr21,a-pr21,memorize,controlADC23,1339,0,3
controlADC26_D11_apr05,a-pr5,memorize,controlADC26,2936,0.5,4
controlADC26_D13_apr32,a-pr32,memorize,controlADC26,2145,-0.5,2
controlADC26_D05_apr14,a-pr14,memorize,controlADC26,2629,0.5,4
controlADC27_D10_apr21,a-pr21,memorize,controlADC27,1546,0,3
controlADC31_D05_apr13,a-pr13,memorize,controlADC31,4975,0.5,4
controlADC21_DO6_apr06,a-pr6,memorize,controlADC21,4037,0.5,4
controlADC23_D05_apr16,a-pr16,memorize,controlADC23,773,0,3
controlADC18_D04_apr01,a-pr1,memorize,controlADC18,2482,0,3
controlADC25_D03_apr04,a-pr4,memorize,controlADC25,2390,0,3
controlADC21_DO4_apr01,a-pr1,memorize,controlADC21,1445,0.5,4
controlADC30_D05_apr05,a-pr5,memorize,controlADC30,1151,0.5,4
controlADC30_D02_apr22,a-pr22,memorize,controlADC30,841,0.5,4
controlADC29_D04_apr21,a-pr21,memorize,controlADC29,852,0.5,4
controlADC30_D09_apr16,a-pr16,memorize,controlADC30,1543,0.5,4
controlADC25_D04_apr01,a-pr1,memorize,controlADC25,1258,0,3
controlADC19_D02_apr22,a-pr22,memorize,controlADC19,1962,0,3
controlADC31_D06_apr10,a-pr10,memorize,controlADC31,1761,-0.5,2
controlADC28_D03_apr26,a-pr26,memorize,controlADC28,3380,1,5
controlADC20_D05_apr26,a-pr26,memorize,controlADC20,937,0,3
controlADC21_DO2_apr21,a-pr21,memorize,controlADC21,638,-0.5,2
controlADC29_D02_apr06,a-pr6,memorize,controlADC29,730,0.5,4
controlADC31_D04_apr23,a-pr23,memorize,controlADC31,705,0,3
controlADC23_D02_apr22,a-pr22,memorize,controlADC23,886,-0.5,2
controlADC18_D08_apr13,a-pr13,memorize,controlADC18,1967,-1,1
controlADC25_D02_apr21,a-pr21,memorize,controlADC25,1394,0.5,4
controlADC32_D05_apr14,a-pr14,memorize,controlADC32,836,-0.5,2
controlADC26_D07_apr22,a-pr22,memorize,controlADC26,1342,-0.5,2
controlADC18_D06_apr14,a-pr14,memorize,controlADC18,691,-0.5,2
controlADC20_D06_apr30,a-pr30,memorize,controlADC20,663,-0.5,2
controlADC31_D07_apr26,a-pr26,memorize,controlADC31,900,0.5,4
controlADC30_D06_apr32,a-pr32,memorize,controlADC30,1045,0,3
controlADC17_D07_apr01,a-pr1,memorize,controlADC17,3984,0.5,4
controlADC22_D03_apr04,a-pr4,memorize,controlADC22,4132,0,3
controlADC28_D07_apr30,a-pr30,memorize,controlADC28,1663,1,5
controlADC24_D02_apr13,a-pr13,memorize,controlADC24,1824,-0.5,2
controlADC23_D04_apr32,a-pr32,memorize,controlADC23,1641,-0.5,2
controlADC31_D01_apr05,a-pr5,memorize,controlADC31,1720,-0.5,2
controlADC20_D04_apr22,a-pr22,memorize,controlADC20,834,0,3
controlADC32_D06_apr05,a-pr5,memorize,controlADC32,715,0,3
controlADC19_D04_apr13,a-pr13,memorize,controlADC19,660,0,3
controlADC30_D08_apr26,a-pr26,memorize,controlADC30,1221,0.5,4
controlADC28_D01_apr13,a-pr13,memorize,controlADC28,672,0,3
controlADC29_D01_apr04,a-pr4,memorize,controlADC29,793,0.5,4
controlADC29_D05_apr14,a-pr14,memorize,controlADC29,1043,0.5,4
controlADC25_D05_apr23,a-pr23,memorize,controlADC25,1139,0.5,4
controlADC20_D07_apr13,a-pr13,memorize,controlADC20,1789,-1,1
controlADC27_D11_apr30,a-pr30,memorize,controlADC27,639,0,3
controlADC26_D08_apr23,a-pr23,memorize,controlADC26,11322,-1,1
controlADC27_D02_apr32,a-pr32,memorize,controlADC27,5327,-0.5,2
controlADC28_D05_apr23,a-pr23,memorize,controlADC28,5214,-0.5,2
controlADC26_D04_apr10,a-pr10,memorize,controlADC26,2813,-0.5,2
controlADC23_D02_apr22,a-pr22,memorize,controlADC23,4410,-0.5,2
controlADC18_D07_apr06,a-pr6,memorize,controlADC18,2910,-1,1
controlADC23_D04_apr32,a-pr32,memorize,controlADC23,3448,-1,1
controlADC30_D02_apr22,a-pr22,memorize,controlADC30,4054,0.5,4
controlADC19_D04_apr13,a-pr13,memorize,controlADC19,5326,0.5,4
controlADC26_D02_apr19,a-pr19,memorize,controlADC26,6093,1,5
controlADC27_D04_apr13,a-pr13,memorize,controlADC27,2565,1,5
controlADC23_D06_apr30,a-pr30,memorize,controlADC23,4209,1,5
controlADC29_D01_apr04,a-pr4,memorize,controlADC29,2952,1,5
controlADC32_D02_apr10,a-pr10,memorize,controlADC32,752,-0.5,2
controlADC25_D04_apr01,a-pr1,memorize,controlADC25,318,-0.5,2
controlADC30_D09_apr16,a-pr16,memorize,controlADC30,176,-0.5,2
controlADC32_D06_apr05,a-pr5,memorize,controlADC32,262,1,5
controlADC31_D07_apr26,a-pr26,memorize,controlADC31,63,1,5
controlADC19_D03_apr06,a-pr6,memorize,controlADC19,32,0.5,4
controlADC21_DO1_apr04,a-pr4,memorize,controlADC21,253,0,3
controlADC24_D02_apr13,a-pr13,memorize,controlADC24,65,0,3
controlADC20_D07_apr13,a-pr13,memorize,controlADC20,175,0,3
controlADC18_D02_apr23,a-pr23,memorize,controlADC18,67,-0.5,2
controlADC18_D04_apr01,a-pr1,memorize,controlADC18,8,0,3
controlADC26_D11_apr05,a-pr5,memorize,controlADC26,149,0.5,4
controlADC26_D13_apr32,a-pr32,memorize,controlADC26,106,-0.5,2
controlADC25_D03_apr04,a-pr4,memorize,controlADC25,296,0,3
controlADC27_D07_apr05,a-pr5,memorize,controlADC27,397,0,3
controlADC24_D01_apr23,a-pr23,memorize,controlADC24,131,0.5,4
controlADC27_D03_apr19,a-pr19,memorize,controlADC27,294,-0.5,2
controlADC23_D01_apr21,a-pr21,memorize,controlADC23,2900,1,5
controlADC31_D04_apr23,a-pr23,memorize,controlADC31,4853,na,6
controlADC32_D03_apr22,a-pr22,memorize,controlADC32,2478,na,6
controlADC27_D06_apr22,a-pr22,memorize,controlADC27,388,0.5,4
controlADC30_D05_apr05,a-pr5,memorize,controlADC30,493,0,3
controlADC31_D09_apr06,a-pr6,memorize,controlADC31,468,1,5
controlADC27_D10_apr21,a-pr21,memorize,controlADC27,134,0.5,4
controlADC22_D02_apr32,a-pr32,memorize,controlADC22,294,-0.5,2
controlADC20_D05_apr26,a-pr26,memorize,controlADC20,838,0,3
controlADC26_D05_apr14,a-pr14,memorize,controlADC26,268,-1,1
controlADC19_D02_apr22,a-pr22,memorize,controlADC19,395,1,5
controlADC22_D01_apr21,a-pr21,memorize,controlADC22,158,-0.5,2
controlADC29_D04_apr21,a-pr21,memorize,controlADC29,171,0,3
controlADC23_D07_apr05,a-pr5,memorize,controlADC23,90,1,5
controlADC27_D08_apr16,a-pr16,memorize,controlADC27,327,0,3
controlADC30_D01_apr23,a-pr23,memorize,controlADC30,124,na,6
controlADC27_D01_apr06,a-pr6,memorize,controlADC27,160,0.5,4
controlADC25_D05_apr23,a-pr23,memorize,controlADC25,150,-0.5,2
controlADC28_D01_apr13,a-pr13,memorize,controlADC28,126,-1,1
controlADC19_D01_apr32,a-pr32,memorize,controlADC19,82,0.5,4
controlADC25_D02_apr21,a-pr21,memorize,controlADC25,107,0,3
controlADC26_D15_apr04,a-pr4,memorize,controlADC26,108,1,5
controlADC17_D07_apr01,a-pr1,memorize,controlADC17,594,0,3
controlADC29_D03_apr16,a-pr16,memorize,controlADC29,135,1,5
controlADC18_D01_apr19,a-pr19,memorize,controlADC18,185,-0.5,2
controlADC27_D11_apr30,a-pr30,memorize,controlADC27,16,0.5,4
controlADC18_D08_apr13,a-pr13,memorize,controlADC18,67,0,3
controlADC20_D02_apr16,a-pr16,memorize,controlADC20,126,1,5
controlADC22_D03_apr04,a-pr4,memorize,controlADC22,126,-0.5,2
controlADC28_D02_apr32,a-pr32,memorize,controlADC28,109,1,5
controlADC32_D05_apr14,a-pr14,memorize,controlADC32,1235,-0.5,2
controlADC21_DO2_apr21,a-pr21,memorize,controlADC21,283,1,5
controlADC29_D02_apr06,a-pr6,memorize,controlADC29,90,0.5,4
controlADC31_D06_apr10,a-pr10,memorize,controlADC31,112,0,3
controlADC20_D01_apr23,a-pr23,memorize,controlADC20,94,-0.5,2
controlADC30_D04_apr10,a-pr10,memorize,controlADC30,108,1,5
controlADC18_D05_apr05,a-pr5,memorize,controlADC18,32,0.5,4
controlADC26_D07_apr22,a-pr22,memorize,controlADC26,235,0.5,4
controlADC31_D05_apr13,a-pr13,memorize,controlADC31,719,0,3
controlADC21_DO4_apr01,a-pr1,memorize,controlADC21,201,0,3
controlADC18_D06_apr14,a-pr14,memorize,controlADC18,294,0.5,4
controlADC28_D06_apr04,a-pr4,memorize,controlADC28,233,-0.5,2
controlADC31_D08_apr16,a-pr16,memorize,controlADC31,57,0.5,4
controlADC18_D03_apr21,a-pr21,memorize,controlADC18,19,0,3
controlADC31_D01_apr05,a-pr5,memorize,controlADC31,434,0.5,4
controlADC20_D06_apr30,a-pr30,memorize,controlADC20,123,-0.5,2
controlADC21_DO6_apr06,a-pr6,memorize,controlADC21,175,1,5
controlADC27_D05_apr23,a-pr23,memorize,controlADC27,83,0.5,4
controlADC21_DO8_apr16,a-pr16,memorize,controlADC21,125,0,3
controlADC21_DO7_apr30,a-pr30,memorize,controlADC21,99,0.5,4
controlADC26_D10_apr06,a-pr6,memorize,controlADC26,40,1,5
controlADC26_D06_apr01,a-pr1,memorize,controlADC26,590,0.5,4
controlADC27_D09_apr01,a-pr1,memorize,controlADC27,168,1,5
controlADC21_DO3_apr05,a-pr5,memorize,controlADC21,57,0.5,4
controlADC23_D08_apr14,a-pr14,memorize,controlADC23,177,-0.5,2
controlADC21_DO5_apr23,a-pr23,memorize,controlADC21,112,1,5
controlADC32_D04_apr04,a-pr4,memorize,controlADC32,148,-0.5,2
controlADC26_D03_apr21,a-pr21,memorize,controlADC26,320,1,5
controlADC24_D03_apr05,a-pr5,memorize,controlADC24,156,0,3
controlADC28_D07_apr30,a-pr30,memorize,controlADC28,8,1,5
controlADC29_D05_apr14,a-pr14,memorize,controlADC29,171,0.5,4
controlADC17_D08_apr32,a-pr32,memorize,controlADC17,2368,na,6
controlADC31_D02_apr22,a-pr22,memorize,controlADC31,8,1,5
controlADC30_D06_apr32,a-pr32,memorize,controlADC30,444,0.5,4
controlADC20_D04_apr22,a-pr22,memorize,controlADC20,3706,1,5
controlADC26_D14_apr26,a-pr26,memorize,controlADC26,4458,1,5
controlADC30_D08_apr26,a-pr26,memorize,controlADC30,1467,1,5
controlADC20_D03_apr19,a-pr19,memorize,controlADC20,242,1,5
controlADC22_D05_apr13,a-pr13,memorize,controlADC22,427,1,5
controlADC28_D03_apr26,a-pr26,memorize,controlADC28,116,1,5
controlADC23_D05_apr16,a-pr16,memorize,controlADC23,750,1,5
controlADC27_D09_apr01,a-pr1,memorize,controlADC27,20497,0.5,4
controlADC23_D05_apr16,a-pr16,memorize,controlADC23,8559,0,3
controlADC26_D06_apr01,a-pr1,memorize,controlADC26,6022,0,3
controlADC19_D02_apr22,a-pr22,memorize,controlADC19,243898,-0.5,2
controlADC27_D07_apr05,a-pr5,memorize,controlADC27,14261,-0.5,2
controlADC20_D05_apr26,a-pr26,memorize,controlADC20,51320,-0.5,2
controlADC26_D02_apr19,a-pr19,memorize,controlADC26,79739,-0.5,2
controlADC21_DO5_apr23,a-pr23,memorize,controlADC21,278266,-0.5,2
