trial,start,end,x,y,mad.x,mad.y,peak.vx,peak.vy,dur,event,participant,image
1,512.8022719,512.8182253,930,751,7.413,2.2239,4,3,15.9534,fixation,ADC22,a-pr13.png
1,512.8222182,513.1280623,924,741,5.9304,2.9652,4.5,3,305.8441,fixation,ADC22,a-pr13.png
1,513.1320389,513.2839722,916,731,2.9652,1.4826,3.5,-3,151.9333,fixation,ADC22,a-pr13.png
1,513.2919891,513.296006,870.5,725,0.7413,1.4826,4,2,4.016899995,fixation,ADC22,a-pr13.png
1,513.3039607,513.495988,885,729,1.4826,2.9652,-4.5,-3.5,192.0273,fixation,ADC22,a-pr13.png
1,513.5059187,513.6798222,917,750,2.9652,1.4826,4.5,4,173.9035,fixation,ADC22,a-pr13.png
1,513.6883312,513.911623,890,751,4.4478,1.4826,-4,-2.5,223.2918,fixation,ADC22,a-pr13.png
1,513.9356192,513.9456273,1034,748,4.4478,2.9652,4.5,2.5,10.00809999,fixation,ADC22,a-pr13.png
1,513.9496629,514.1056091,1036,746.5,2.9652,2.2239,-4.5,3,155.94620000047098,fixation,ADC22,a-pr13.png
1,514.1214745,514.3834515,1262,737,7.413,2.9652,6,4,261.977,fixation,ADC22,a-pr13.png
1,514.3934346,514.3974976,1317.5,734.5,0.7413,0.7413,-2.5,-2,4.063000004,fixation,ADC22,a-pr13.png
1,514.4054703,514.5523647,1299,737,4.4478,2.9652,-4.5,-2,146.8944,fixation,ADC22,a-pr13.png
1,514.5682787,514.7533846,1093,734,5.9304,1.4826,-5.5,2,185.10589999277698,fixation,ADC22,a-pr13.png
1,514.7674018,514.8603505,1228,721,2.9652,1.4826,-5,2,92.94869999,fixation,ADC22,a-pr13.png
1,514.8673826,514.8893638,1232,716,1.4826,1.4826,-1.5,1.5,21.9812,fixation,ADC22,a-pr13.png
1,514.9093927,514.9334118,1226,717,2.2239,1.4826,1.5,-1.5,24.0191,fixation,ADC22,a-pr13.png
1,514.9542804,515.1502314,1284,716,1.4826,1.4826,5,2,195.951,fixation,ADC22,a-pr13.png
1,515.1601617,515.1661813,1328,714,1.4826,0,5.5,-1.5,6.019599994,fixation,ADC22,a-pr13.png
1,515.1701751,515.3841067,1308,715,2.9652,1.4826,4.5,2,213.9316,fixation,ADC22,a-pr13.png
1,515.3940659,515.4040703,1286,730,2.9652,1.4826,3.5,2.5,10.0044,fixation,ADC22,a-pr13.png
1,515.4081222,515.8197989,1290,724,2.9652,1.4826,-3,2.5,411.6767,fixation,ADC22,a-pr13.png
1,515.8377922,516.0336782,1432,691,2.9652,1.4826,-4.5,-4,195.88600000133698,fixation,ADC22,a-pr13.png
1,516.0417187,516.3254905,1449,684,2.9652,1.4826,4,-2.5,283.7718,fixation,ADC22,a-pr13.png
1,516.3435027,516.3474913,1697,719.5,2.9652,2.2239,-5.5,-1,3.9886000113256004,fixation,ADC22,a-pr13.png
1,516.3561366,516.3614898,1654,714,1.4826,0,-5,1,5.353200006,fixation,ADC22,a-pr13.png
1,516.4874193,516.6173444,1674,712,2.9652,1.4826,-6,2,129.9251,fixation,ADC22,a-pr13.png
1,516.6293676,516.701297,1727,722,2.9652,1.4826,222.5,2.5,71.9294,fixation,ADC22,a-pr13.png
1,516.7032953,516.8512753,1733,722,2.9652,1.4826,-224.5,2.5,147.98,fixation,ADC22,a-pr13.png
1,516.8652073,516.8712031,1768,679,5.9304,0,244,-20.5,5.995799996,fixation,ADC22,a-pr13.png
1,516.873203,517.2720525,1766,679,4.4478,2.9652,-240,16,398.8495,fixation,ADC22,a-pr13.png
1,517.3280212,517.3759948,1598,874,4.4478,1.4826,3,-3,47.9736,fixation,ADC22,a-pr13.png
1,517.3780848,517.4419018,1584,874,3.7065,2.9652,3,4,63.817,fixation,ADC22,a-pr13.png
1,519.059098,519.0630247,1013.5,680,2.2239,1.4826,-2.5,1,3.926700007,fixation,ADC22,a-pr13.png
2,527.1774535,527.1814796,1305,686,4.4478,8.8956,5,-1.5,4.026100004,fixation,ADC22,a-pr4.png
2,527.2014535,527.2074677,1311,756,1.4826,1.4826,-1.5,-2,6.014199995661301,fixation,ADC22,a-pr4.png
2,527.2194825,527.2753436,1317.5,771,2.2239,2.9652,-2,4,55.8611,fixation,ADC22,a-pr4.png
2,527.2773772,527.3015288,1322,766.5,1.4826,2.2239,2.5,-3,24.15159999,fixation,ADC22,a-pr4.png
2,527.3034502,527.3674635,1322,765,2.9652,2.2239,3,3.5,64.0133,fixation,ADC22,a-pr4.png
2,527.397509,527.6345715,1168,797,4.4478,7.413,4.5,2.5,237.0625,fixation,ADC22,a-pr4.png
2,527.6534177,527.6814095,1282,669.5,5.9304,2.9652,-6,2,27.99179999,fixation,ADC22,a-pr4.png
2,527.6854171,527.747486,1295,666,4.4478,2.9652,3.5,-2,62.06890001,fixation,ADC22,a-pr4.png
2,527.7555148,527.8574782,1287,661,4.4478,2.9652,3.5,2.5,101.9634,fixation,ADC22,a-pr4.png
2,527.8735171,527.8774565,1388.5,728.5,0.7413,0.7413,4.5,-2,3.939400005,fixation,ADC22,a-pr4.png
2,527.8854941,528.0992671,1375,712,4.4478,4.4478,-4,-3.5,213.77299999949201,fixation,ADC22,a-pr4.png
2,528.1032285,528.195247,1394.5,704.5,2.2239,2.2239,-5,-3,92.01849999,fixation,ADC22,a-pr4.png
2,528.1972449,528.3111843,1379,710,4.4478,7.413,49.5,3,113.9394,fixation,ADC22,a-pr4.png
2,528.313095,528.4550487,1391,707,4.4478,2.9652,-51,3,141.9537,fixation,ADC22,a-pr4.png
2,528.4809931,528.5889943,1311.5,661,2.2239,1.4826,3,2.5,108.00120000294599,fixation,ADC22,a-pr4.png
2,528.6009226,528.7268534,1312,663,5.9304,4.4478,-3,3,125.9308,fixation,ADC22,a-pr4.png
2,528.7309095,528.8308359,1310,669.5,8.1543,5.1891,-4,-2.5,99.92640001,fixation,ADC22,a-pr4.png
2,528.8413124,528.8448304,1364,657.5,2.9652,2.2239,4,-1.5,3.518000002,fixation,ADC22,a-pr4.png
2,528.8487992,529.0426651,1357,661,5.9304,4.4478,-4,3,193.8659,fixation,ADC22,a-pr4.png
2,529.088642,529.1006587,1556,721,1.4826,2.9652,-5,-4,12.01669999,fixation,ADC22,a-pr4.png
2,529.1086332,529.1785939,1547,713,4.4478,5.9304,-3.5,4,69.9607,fixation,ADC22,a-pr4.png
2,529.1805926,529.2885299,1554,706,7.413,1.4826,2.5,-3,107.93729999568299,fixation,ADC22,a-pr4.png
2,529.3185173,529.6473181,1274,602.5,5.9304,3.7065,6,-3.5,328.8008,fixation,ADC22,a-pr4.png
2,529.6673089,529.8032403,1190,659,2.9652,1.4826,3.5,4,135.9314,fixation,ADC22,a-pr4.png
2,529.8172354,529.8212242,1053,703.5,1.4826,0.7413,2.5,2,3.988800003,fixation,ADC22,a-pr4.png
2,529.8332175,529.9271825,1017,700,1.4826,1.4826,-3.5,3.5,93.965,fixation,ADC22,a-pr4.png
2,529.9291635,530.0703984,1010,701,4.4478,1.4826,3,-3,141.2349,fixation,ADC22,a-pr4.png
2,530.0951203,530.3329315,1018,766,4.4478,4.4478,3,-3,237.8112,fixation,ADC22,a-pr4.png
2,530.3469393,530.3649148,1128,813,4.4478,4.4478,3.5,-3.5,17.9755,fixation,ADC22,a-pr4.png
2,530.3689288,530.376923,1120,806,1.4826,0,-2,1,7.994200001,fixation,ADC22,a-pr4.png
2,530.3811267,530.5268371,1121,816,2.9652,2.9652,-3.5,2.5,145.7104,fixation,ADC22,a-pr4.png
2,530.5488232,530.7307199,1307,807,2.9652,8.8956,7,-3.5,181.8967,fixation,ADC22,a-pr4.png
2,530.7590791,530.9905748,1047,836,4.4478,4.4478,4.5,4,231.4957,fixation,ADC22,a-pr4.png
2,531.0325521,531.2104455,1308,806,4.4478,1.4826,-4.5,3.5,177.8934,fixation,ADC22,a-pr4.png
2,531.2204637,531.2244362,1376,805.5,2.9652,0.7413,3,0,3.972499995,fixation,ADC22,a-pr4.png
2,531.2324634,531.3571711,1352,807,2.9652,1.4826,-3.5,2.5,124.7077,fixation,ADC22,a-pr4.png
2,532.9644469,532.9724291,1856,717,2.9652,0,2.5,-1.5,7.982199997,fixation,ADC22,a-pr4.png
3,532.9744129,533.0184099,1854.5,717,0.7413,2.9652,4.5,3,43.997,fixation,ADC22,a-pr21.png
3,533.0246636,533.2023234,1825,710,5.9304,2.9652,-5,-3.5,177.6598,fixation,ADC22,a-pr21.png
3,533.3722056,533.3762065,1357.5,642.5,11.1195,3.7065,-3,-2,4.000899993,fixation,ADC22,a-pr21.png
3,533.3962072,533.8409821,1359,714,5.9304,8.8956,-3.5,-7.5,444.7749,fixation,ADC22,a-pr21.png
3,534.0588554,534.0708437,765.5,693,2.2239,1.4826,-4,-4,11.988300000666602,fixation,ADC22,a-pr21.png
3,534.0748313,534.0930518,764,694,7.413,4.4478,3.5,4.5,18.2205,fixation,ADC22,a-pr21.png
3,534.0967731,534.2147589,766,687,2.9652,2.9652,-3.5,-3.5,117.9858,fixation,ADC22,a-pr21.png
3,534.2747036,534.4766633,180,497,4.4478,5.9304,-3.5,2.5,201.9597,fixation,ADC22,a-pr21.png
3,534.7265039,534.7305943,1265,889,0,1.4826,2,-2,4.090399991,fixation,ADC22,a-pr21.png
3,534.7405008,534.8483414,1247,874.5,10.3782,19.2738,4,5,107.8406,fixation,ADC22,a-pr21.png
3,534.8504341,534.9503011,1246,852,4.4478,4.4478,-2.5,-4.5,99.867,fixation,ADC22,a-pr21.png
3,534.9983565,535.1703651,1008,724,7.413,1.4826,-3.5,3.5,172.0086,fixation,ADC22,a-pr21.png
3,535.2281239,535.2341419,318,483,1.4826,1.4826,5.5,0.5,6.017999995,fixation,ADC22,a-pr21.png
3,535.2381184,535.348126,295,479,4.4478,1.4826,4.5,1.5,110.0076,fixation,ADC22,a-pr21.png
3,535.3601487,535.5249907,171,505,2.9652,1.4826,4,3,164.842,fixation,ADC22,a-pr21.png
3,535.7629117,535.7688172,1339,806,1.4826,0,-1,3.5,5.905499998,fixation,ADC22,a-pr21.png
3,535.7769755,536.2668676,1305,770,8.8956,8.8956,4.5,5.5,489.8921,fixation,ADC22,a-pr21.png
3,536.268894,536.6741934,1292,764,4.4478,2.9652,-4.5,3.5,405.2994,fixation,ADC22,a-pr21.png
3,536.7428601,536.8669034,651,544,2.9652,2.9652,-4.5,2,124.0433,fixation,ADC22,a-pr21.png
3,536.9068861,536.9105127,246.5,515,2.2239,0,-3.5,1,3.626599995,fixation,ADC22,a-pr21.png
3,536.916847,537.0564858,208,517.5,2.9652,3.7065,6.5,-2,139.6388,fixation,ADC22,a-pr21.png
3,537.3186428,537.5966435,1035,794,7.413,4.4478,4,-4.5,278.00069999648304,fixation,ADC22,a-pr21.png
3,537.6466421,537.8724918,1385,758,4.4478,4.4478,4,-2.5,225.84970000752898,fixation,ADC22,a-pr21.png
3,537.886417,538.2083139,1241,767,2.9652,1.4826,5,3,321.8969,fixation,ADC22,a-pr21.png
3,538.2305654,538.5400748,1136,776,4.4478,4.4478,-5,-4,309.5094,fixation,ADC22,a-pr21.png
3,538.5420084,538.6120499,1129,780,4.4478,1.4826,-5.5,3,70.04149999,fixation,ADC22,a-pr21.png
3,538.6299538,538.6339944,1246,792.5,2.9652,0.7413,-3,-2,4.040600005,fixation,ADC22,a-pr21.png
3,538.6419898,538.8668568,1275,801.5,4.4478,3.7065,4.5,-4,224.867,fixation,ADC22,a-pr21.png
3,539.1387168,539.1507516,1381.5,784.5,2.9652,4.4478,-3,-7,12.0348,fixation,ADC22,a-pr21.png
3,539.1586725,539.1807846,1368,806,2.9652,1.4826,4,2,22.112099995865698,fixation,ADC22,a-pr21.png
3,539.1846649,539.2406488,1358,811.5,4.4478,2.2239,-4,3.5,55.9839,fixation,ADC22,a-pr21.png
3,539.2426171,539.3086192,1365,804,2.9652,2.9652,3,-4,66.00209999,fixation,ADC22,a-pr21.png
3,539.3546199,539.5546079,903,739,2.9652,2.9652,5,-3,199.988,fixation,ADC22,a-pr21.png
3,539.6067636,539.6104169,375,558.5,2.9652,0.7413,3,-2,3.653299995,fixation,ADC22,a-pr21.png
3,539.6160114,539.8020629,366,552,2.9652,7.413,2.5,2,186.0515,fixation,ADC22,a-pr21.png
3,539.8183651,539.8243426,184,533,1.4826,1.4826,2,2,5.977500008,fixation,ADC22,a-pr21.png
3,539.8304246,540.0921252,160,525,2.9652,4.4478,-6,3,261.7006,fixation,ADC22,a-pr21.png
3,540.1620822,540.9457806,1289,728,5.9304,5.9304,7,5.5,783.6984,fixation,ADC22,a-pr21.png
4,555.2335166,555.4793512,1294,716,5.9304,2.9652,-4,-3.5,245.8346,fixation,ADC22,a-pr30.png
4,555.5232901,555.5273288,1026,676,2.9652,2.9652,4,-2,4.038699997,fixation,ADC22,a-pr30.png
4,555.5312984,555.6812454,1006,675,2.9652,2.9652,4.5,-3,149.947,fixation,ADC22,a-pr30.png
4,555.6972693,555.9351128,862,705,5.9304,2.9652,-4.5,2,237.8435,fixation,ADC22,a-pr30.png
4,555.9716082,556.1109661,977,657,2.9652,1.4826,-4.5,3,139.3579,fixation,ADC22,a-pr30.png
4,556.128983,556.3888396,953,611,4.4478,1.4826,-4.5,-3.5,259.85660000878903,fixation,ADC22,a-pr30.png
4,556.4127942,556.5566936,948,658,2.9652,2.9652,-3,-2.5,143.8994,fixation,ADC22,a-pr30.png
4,556.5767039,556.582739,1212,680,1.4826,0,-6,-2.5,6.035099996,fixation,ADC22,a-pr30.png
4,556.6006863,556.606665,1277,690,1.4826,0,5.5,-0.5,5.978699991,fixation,ADC22,a-pr30.png
4,556.6127123,556.8275416,1302,682,8.8956,5.9304,-4.5,2.5,214.8293,fixation,ADC22,a-pr30.png
4,556.851527,557.187349,1294,700,4.4478,4.4478,-5,-3,335.822,fixation,ADC22,a-pr30.png
4,557.2093205,557.4831819,1383,713,5.9304,2.9652,5.5,2.5,273.8614,fixation,ADC22,a-pr30.png
4,557.5151787,557.711204,1671,789,2.9652,2.9652,3,3,196.0253,fixation,ADC22,a-pr30.png
4,557.7331431,557.928939,1748,786,4.4478,2.9652,-4.5,3,195.7959,fixation,ADC22,a-pr30.png
4,557.9429985,557.9470165,1717.5,744.5,2.2239,0.7413,-1.5,-2,4.017999995994599,fixation,ADC22,a-pr30.png
4,557.9510081,558.1528766,1723,753,2.9652,1.4826,-3.5,2,201.8685,fixation,ADC22,a-pr30.png
4,558.1648882,558.5008458,1753,809,6.6717,4.4478,5.5,-3,335.9576,fixation,ADC22,a-pr30.png
4,558.5311461,558.5347958,1823,694,4.4478,1.4826,5,2.5,3.649700008,fixation,ADC22,a-pr30.png
4,558.5407848,558.612854,1818.5,698,2.2239,1.4826,-4,-2.5,72.0692,fixation,ADC22,a-pr30.png
4,560.2627662,560.2688111,879.5,615,0.7413,0.7413,2.5,0.5,6.044900001,fixation,ADC22,a-pr30.png
5,560.2708077,560.5126107,872,620,4.4478,4.4478,3.5,-3,241.80300000716701,fixation,ADC22,a-pr10.png
5,560.7346163,560.7406284,1279,757,1.4826,0,2.5,-2,6.012100002,fixation,ADC22,a-pr10.png
5,560.7445793,561.1165391,1253,733,5.9304,5.9304,5.5,3,371.9598,fixation,ADC22,a-pr10.png
5,561.1394229,561.1428378,1032,687,1.4826,0,3,2,3.414899995,fixation,ADC22,a-pr10.png
5,561.148463,561.1525216,1034.5,670,0.7413,1.4826,-1.5,-2.5,4.058599996,fixation,ADC22,a-pr10.png
5,561.1593837,561.3032897,1011,680,2.9652,1.4826,6,-2.5,143.906,fixation,ADC22,a-pr10.png
5,561.6252116,561.6351572,1739,765,1.4826,4.4478,1.5,3,9.945599998900398,fixation,ADC22,a-pr10.png
5,561.6391313,562.0152028,1710,744,7.413,5.9304,-4,-4.5,376.07150000621897,fixation,ADC22,a-pr10.png
5,562.0790892,562.2371665,1131,431,2.9652,4.4478,2.5,2.5,158.0773,fixation,ADC22,a-pr10.png
5,562.2770737,562.2811575,1549.5,428.5,0.7413,0.7413,4,0.5,4.083799999,fixation,ADC22,a-pr10.png
5,562.2870668,562.3030965,1585,432,5.1891,1.4826,-4.5,1.5,16.0297,fixation,ADC22,a-pr10.png
5,562.3191098,562.3850522,1574,426,7.413,2.9652,-3.5,2.5,65.94239999,fixation,ADC22,a-pr10.png
5,562.3891368,562.3950839,1576,432,2.9652,1.4826,3,-2,5.947100003,fixation,ADC22,a-pr10.png
5,562.720846,562.7264201,2349,446,1.4826,1.4826,19.5,1.5,5.574099999648699,fixation,ADC22,a-pr10.png
5,562.7464908,562.754377,2530,472.5,5.9304,1.4826,5,-2,7.886200004,fixation,ADC22,a-pr10.png
5,562.7812786,562.7912858,2506,474,8.8956,1.4826,16.5,6.5,10.00719999,fixation,ADC22,a-pr10.png
5,562.7952547,562.7992683,2495,476,5.9304,0,-4,-2,4.013600003,fixation,ADC22,a-pr10.png
5,562.8092439,562.8172398,2491,482.5,2.2239,1.4826,55.5,-3.5,7.9959,fixation,ADC22,a-pr10.png
5,562.8252581,562.8632168,2480,477,5.9304,2.9652,-8.5,2.5,37.95869999,fixation,ADC22,a-pr10.png
5,562.8652122,562.8932906,2483.5,479.5,6.6717,1.4826,9.5,1.5,28.07840001,fixation,ADC22,a-pr10.png
5,562.9071873,562.9132404,2488,483,1.4826,1.4826,3.5,-4,6.0531000053741995,fixation,ADC22,a-pr10.png
5,562.9192136,562.9252306,2484,491,1.4826,0,-5,-4.5,6.016999995,fixation,ADC22,a-pr10.png
5,562.9432236,562.9511635,2482.5,488.5,2.9652,0.7413,3.5,-3,7.939899999,fixation,ADC22,a-pr10.png
5,562.9631926,562.9812895,2473,484,4.4478,1.4826,-5,-2,18.0969,fixation,ADC22,a-pr10.png
5,562.9892258,563.0072101,2470,479,5.9304,1.4826,7,3,17.98430001,fixation,ADC22,a-pr10.png
5,563.0091848,563.0411601,2476,482.5,6.6717,1.4826,-6,-2,31.975300007616198,fixation,ADC22,a-pr10.png
5,563.0591042,563.0732162,2429,482,13.3434,5.9304,-14.5,-6.5,14.11199999,fixation,ADC22,a-pr10.png
5,563.0791712,563.1231778,2416.5,486.5,5.1891,1.4826,4.5,-4,44.006600004650004,fixation,ADC22,a-pr10.png
5,563.125094,563.1591006,2409,487,4.4478,2.9652,-4.5,2.5,34.0066,fixation,ADC22,a-pr10.png
5,563.2470346,563.2570926,1141,696,0,2.9652,2.5,-4,10.058,fixation,ADC22,a-pr10.png
5,563.2631408,563.7311071,1143,680.5,7.413,4.4478,5,3,467.9663,fixation,ADC22,a-pr10.png
5,563.7625687,563.7811437,1020,796,10.3782,2.9652,5.5,-3,18.575000009150198,fixation,ADC22,a-pr10.png
5,563.7850463,564.0131136,1014,795,2.9652,4.4478,-3.5,3,228.0673,fixation,ADC22,a-pr10.png
5,564.075137,564.1950853,400.5,626,3.7065,1.4826,-3,2,119.94829999821401,fixation,ADC22,a-pr10.png
5,564.2227881,564.3651218,148,547,2.9652,1.4826,6,3,142.3337,fixation,ADC22,a-pr10.png
5,564.3869897,564.6064284,181,510.5,3.7065,2.2239,-6,2.5,219.4387,fixation,ADC22,a-pr10.png
5,564.6750251,564.7030855,1022.5,767,11.8608,2.9652,7.5,3,28.060400004505897,fixation,ADC22,a-pr10.png
5,564.705083,564.7750642,1015,760,7.413,1.4826,4,4,69.98119999,fixation,ADC22,a-pr10.png
5,564.7790709,564.8251523,1014,767,4.4478,2.9652,-2.5,-2.5,46.0814,fixation,ADC22,a-pr10.png
5,565.0722183,565.1281894,953,825,5.9304,5.1891,2,5.5,55.971099994167204,fixation,ADC22,a-pr10.png
5,565.1310594,565.139105,941.5,817.5,1.4826,2.9652,2,-3.5,8.0456,fixation,ADC22,a-pr10.png
5,565.1430465,566.0330233,933,795,7.413,5.9304,-5.5,3.5,889.9768,fixation,ADC22,a-pr10.png
5,566.074978,566.5109243,1470,779,5.9304,4.4478,-6,-3,435.9463,fixation,ADC22,a-pr10.png
5,566.7549706,566.7589454,1344,779.5,1.4826,3.7065,1,-2.5,3.9747999981045004,fixation,ADC22,a-pr10.png
5,566.7741019,566.7869678,1340,807.5,1.4826,1.4826,-2,4,12.86589999,fixation,ADC22,a-pr10.png
5,566.7889102,567.0488509,1317,796,5.9304,7.413,-3,-3.5,259.9407,fixation,ADC22,a-pr10.png
5,567.0869105,567.3268924,1156,681.5,4.4478,2.2239,-4,-3.5,239.98190001293602,fixation,ADC22,a-pr10.png
5,567.3428308,567.45895,1088.5,703,5.1891,4.4478,-6,2.5,116.11919998904301,fixation,ADC22,a-pr10.png
5,567.486879,567.7847894,1280,716,7.413,2.9652,-5.5,4,297.9104,fixation,ADC22,a-pr10.png
5,567.7868008,567.9383795,1280.5,715.5,6.6717,5.1891,4.5,-4,151.5787,fixation,ADC22,a-pr10.png
5,567.9608862,568.162851,1236,762,5.9304,2.9652,4.5,-3.5,201.9648,fixation,ADC22,a-pr10.png
5,568.1867569,568.2427423,1308,735.5,5.1891,3.7065,-5,-2.5,55.98540001,fixation,ADC22,a-pr10.png
6,580.681845,580.7418566,1271.5,746,5.1891,2.9652,3,2.5,60.011600009602304,fixation,ADC22,a-pr6.png
6,580.7458187,580.9097112,1278,748,2.9652,3.7065,3.5,3.5,163.8925,fixation,ADC22,a-pr6.png
6,580.9237062,580.9297302,1124,737,1.4826,0,5.5,2,6.023999998,fixation,ADC22,a-pr6.png
6,580.9336942,581.1119133,1093,735,7.413,2.9652,-7,3.5,178.2191,fixation,ADC22,a-pr6.png
6,581.1455789,581.5094452,1518,692,5.9304,4.4478,6,-3.5,363.8663,fixation,ADC22,a-pr6.png
6,581.5135552,581.5413527,1515,696.5,3.7065,2.2239,-5,1.5,27.7975,fixation,ADC22,a-pr6.png
6,581.5614598,581.573336,1782,672.5,5.1891,1.4826,-3.5,-3,11.87619999,fixation,ADC22,a-pr6.png
6,581.5794071,581.5853581,1781,660,1.4826,0,-3.5,2,5.951000015,fixation,ADC22,a-pr6.png
6,581.5913587,581.5973019,1806,670,1.4826,2.9652,-3.5,-3.5,5.943199997,fixation,ADC22,a-pr6.png
6,581.6013181,581.6094722,1802.5,656.5,2.2239,1.4826,3,2.5,8.154100005,fixation,ADC22,a-pr6.png
6,581.6133497,581.7992566,1806,657,8.8956,4.4478,5.5,3.5,185.90689999018701,fixation,ADC22,a-pr6.png
6,581.80326,581.8612348,1805,655,7.413,5.9304,4,-3,57.97479999,fixation,ADC22,a-pr6.png
6,581.8751612,581.881221,1782,710,2.9652,1.4826,3,-2.5,6.059799998,fixation,ADC22,a-pr6.png
6,581.9012765,581.9392039,1782,731,7.413,5.9304,7,3,37.9274,fixation,ADC22,a-pr6.png
6,581.9411556,582.0111653,1780,735,5.9304,1.4826,6,-2.5,70.00969999,fixation,ADC22,a-pr6.png
6,582.0151085,582.2000116,1781,729,5.9304,2.9652,-5.5,-3,184.9031,fixation,ADC22,a-pr6.png
6,582.2179466,582.2239994,1720,679,2.9652,1.4826,-5,1.5,6.052800003,fixation,ADC22,a-pr6.png
6,582.2279411,582.3639182,1711,687.5,8.8956,5.1891,212.5,-14.5,135.97709999976402,fixation,ADC22,a-pr6.png
6,582.3658795,582.4819889,1712,688,5.1891,5.9304,-213.5,15.5,116.10939999445701,fixation,ADC22,a-pr6.png
6,582.4898652,582.4938761,1781.5,691.5,0.7413,0.7413,3.5,-1,4.010899997,fixation,ADC22,a-pr6.png
6,582.4978779,582.6677834,1761,687,5.9304,2.9652,5,-2,169.90550000264201,fixation,ADC22,a-pr6.png
6,582.6778152,582.8918215,1713,689,10.3782,1.4826,-6.5,-2,214.0063,fixation,ADC22,a-pr6.png
6,582.9158612,583.1490337,1685,687,17.7912,2.9652,6,2.5,233.1725,fixation,ADC22,a-pr6.png
6,583.1660108,583.3559206,1555,700,8.8956,2.9652,-5,-3,189.9098,fixation,ADC22,a-pr6.png
6,583.3859231,583.58189,1736,676,2.9652,1.4826,3.5,-2.5,195.9669,fixation,ADC22,a-pr6.png
6,583.6079299,583.6110765,1566,703,1.4826,0,4,2,3.146600001,fixation,ADC22,a-pr6.png
6,583.6159671,583.6998231,1537,705,2.9652,1.4826,4,3,83.85599999,fixation,ADC22,a-pr6.png
6,585.3409786,585.3489361,903,819,1.4826,1.4826,2.5,-2.5,7.95750001,fixation,ADC22,a-pr6.png
7,585.3509653,585.5449876,910,822,7.413,2.9652,5.5,3,194.0223,fixation,ADC22,a-pr22.png
7,585.7028979,585.7098685,1163,782,2.9652,0,-4,-2,6.9705999958386995,fixation,ADC22,a-pr22.png
7,585.7149695,585.7498497,1156,796,1.4826,4.4478,4,-4,34.880199988947396,fixation,ADC22,a-pr22.png
7,585.7558717,585.8658271,1153,790,4.4478,5.9304,3,4,109.9554,fixation,ADC22,a-pr22.png
7,585.8698484,585.8897914,1155,801,1.4826,2.9652,-3,4,19.94300001,fixation,ADC22,a-pr22.png
7,586.1748598,586.296884,1339,415,2.9652,4.4478,4.5,-4.5,122.0242,fixation,ADC22,a-pr22.png
7,586.2989934,586.3549753,1340,425.5,5.9304,2.9652,-4,4,55.98189999,fixation,ADC22,a-pr22.png
7,586.3609433,586.3668933,1352,420,4.4478,0,3.5,2,5.9499999924810005,fixation,ADC22,a-pr22.png
7,586.4258,586.4308499,1876,439,2.9652,4.4478,3,2.5,5.049899999,fixation,ADC22,a-pr22.png
7,586.4397947,586.4469325,1856,428,0.7413,0.7413,2,4,7.1378000029652995,fixation,ADC22,a-pr22.png
7,586.4537977,586.4738212,1848.5,426.5,1.4826,2.9652,3,3.5,20.02349999,fixation,ADC22,a-pr22.png
7,586.487802,586.5157505,1852,422.5,8.1543,2.9652,-4.5,4,27.9485,fixation,ADC22,a-pr22.png
7,586.81967,586.8255812,2457,519,2.9652,2.9652,3.5,3,5.911199987,fixation,ADC22,a-pr22.png
7,586.8356618,586.8476209,2454,528,2.2239,4.4478,-2.5,-3,11.9591,fixation,ADC22,a-pr22.png
7,586.857614,586.8835576,2463,535,4.4478,2.9652,5,-6,25.943600005121002,fixation,ADC22,a-pr22.png
7,586.8855363,586.9155172,2463,538,4.4478,4.4478,6.5,-4.5,29.9809,fixation,ADC22,a-pr22.png
7,586.9396093,586.9435583,2476,524,4.4478,2.9652,-2,1,3.9490000017393996,fixation,ADC22,a-pr22.png
7,586.9535726,586.9595596,2474,516,2.9652,2.9652,-3.5,-3,5.987,fixation,ADC22,a-pr22.png
7,586.9808206,586.9894725,2459,519,2.9652,2.2239,11,7.5,8.6519,fixation,ADC22,a-pr22.png
7,586.9975202,587.0117011,2454,516,4.4478,4.4478,-6.5,-3.5,14.180900004248501,fixation,ADC22,a-pr22.png
7,587.0375623,587.0415599,2461,521,4.4478,4.4478,-1,-0.5,3.997599996,fixation,ADC22,a-pr22.png
7,587.0457006,587.0575507,2458.5,520.5,0.7413,8.1543,4.5,5.5,11.850099999719498,fixation,ADC22,a-pr22.png
7,587.0615728,587.0850291,2458,524,2.9652,2.9652,4.5,2.5,23.4563,fixation,ADC22,a-pr22.png
7,587.0875896,587.109636,2458,521,2.9652,2.9652,-4.5,-3.5,22.0464,fixation,ADC22,a-pr22.png
7,587.1196201,587.137682,2440,512,4.4478,1.4826,2.5,-3.5,18.061900002067002,fixation,ADC22,a-pr22.png
7,587.1455012,587.1594939,2457,520,2.9652,1.4826,-9.5,-5,13.9927,fixation,ADC22,a-pr22.png
7,587.1656455,587.1955239,2452,527,4.4478,2.9652,6,-4,29.8784,fixation,ADC22,a-pr22.png
7,587.2595995,587.5355208,1468,614,11.8608,4.4478,5.5,3.5,275.9213,fixation,ADC22,a-pr22.png
7,587.5934926,587.8613175,1169,776,4.4478,5.9304,-3.5,3.5,267.8249,fixation,ADC22,a-pr22.png
